Trdmnt,RF,RM,MKT_RF,SMB,HML,SL,SM,SH,BL,BM,BH,N_SL,N_SM,N_SH,N_BL,N_BM,N_BH
2006-04,0.0018559999999999998,0.122823,0.120967,-0.04027869745306248,-0.012519530002508245,0.07248928976546097,0.07812760107393335,0.11979444047992255,0.1690587787488653,0.12547407690025172,0.09671456802938723,186,262,176,191,239,200
2006-05,0.0018559999999999998,0.18396,0.18210400000000002,0.11919627202270125,-0.0019082751103876583,0.3052129829257046,0.28635362293811445,0.2957182448943136,0.19093061203909664,0.14215662280121977,0.19660879984971233,180,254,176,194,239,191
2006-06,0.0018559999999999998,0.035588,0.033732000000000005,0.04411381510401602,0.011902793166151476,0.051446966334740434,0.09468283995236812,0.07755011726403871,0.035707711430556115,0.02222061997498231,0.03341014683356079,178,262,185,194,240,196
2006-07,0.0018559999999999998,-0.059138,-0.060994,0.05286902182983295,-0.004578313322789233,-0.006444934171727271,-0.02248883689483323,-0.01658845314862392,-0.07114241188889638,-0.06283135825820871,-0.07015551955757819,175,249,187,193,238,179
2006-08,0.002076,0.028511,0.026435,-0.005855524540544575,-0.014019409975189301,0.02826586693969029,0.044571991840717494,0.01570478221793866,0.03989167775642201,0.041803594335763125,0.024413942527795027,172,248,182,189,236,181
2006-09,0.002076,0.054292,0.052216,0.005493933263948141,-0.029214157658728597,0.0741934493533047,0.05680167333774932,0.0446736467990305,0.05658385174716446,0.0749277789670942,0.027675338983981453,172,251,184,191,241,180
2006-10,0.002076,0.034256,0.03218,-0.05075999144948789,0.02043674733991646,0.0035822693884208184,-0.008275056717824471,-0.0034445550088197064,0.005826606052437515,0.08458910082829182,0.05372692512951096,173,250,184,192,240,182
2006-11,0.002076,0.137328,0.135252,-0.14503429071043603,-0.010362445183286426,0.004389467733546485,0.014645205795211889,0.017592349478852246,0.17626595172902607,0.1531257637927452,0.14233817961714745,172,249,186,191,241,181
2006-12,0.002076,0.239696,0.23762,-0.1202773780371588,-0.014681729050676981,0.034598476015634136,0.03987494891921366,0.035764835529834366,0.1793892855983955,0.14282164099492167,0.14885946798284133,171,247,186,189,243,183
2007-01,0.002076,0.089414,0.087338,0.06819915219601597,-0.003974864313803006,0.27493005597922454,0.26374603796001417,0.23642553815069933,0.19412117438502177,0.15170703753092726,0.22467596358594102,164,250,184,187,240,183
2007-02,0.002076,0.054319,0.052243,0.13923620723762362,0.07669290594070148,0.21060082633700833,0.20573215925551605,0.2550362870315538,0.03751345392612756,0.06968339187209457,0.14646380511298507,166,246,184,191,239,182
2007-03,0.002296,0.113838,0.11154199999999999,0.11950456440081667,0.0006877834700440011,0.2431723314751885,0.21144011687506478,0.22714345979295972,0.09738359251600454,0.11107059128643706,0.11478803113832133,171,249,186,190,240,184
2007-04,0.002296,0.220096,0.21780000000000002,0.09138600780874384,0.084951735114356,0.3435307903589653,0.36338705585323505,0.38958884719023873,0.2169813849238026,0.2645404867311637,0.3408267983212412,170,250,186,190,241,183
2007-05,0.002515,0.080643,0.078128,-0.014962449904442995,-0.006697907156964056,0.13402921406642607,0.06203254341987145,0.10912641559415237,0.08700788227527824,0.16455277408487679,0.09851486643362385,159,246,183,189,237,181
2007-06,0.002515,-0.071092,-0.073607,-0.09349750484954097,-0.0714128458790639,-0.14925747286754223,-0.16134859167529603,-0.20314780242518404,-0.02665323775518918,-0.091019514708535,-0.11558859995567515,160,248,184,191,238,181
2007-07,0.002734,0.177391,0.174657,0.0795549707292737,0.05394458996864221,0.24384776008268857,0.2625077287248281,0.28978506667651577,0.16899395944490106,0.15753585106295204,0.23094583278835823,140,259,226,237,243,150
2007-08,0.002952,0.166266,0.163314,-0.045744916656512674,0.009662725724446986,0.09609372313329251,0.11560737541743564,0.12864049207729722,0.16756415916193151,0.15566933976881112,0.15434284166682075,139,260,227,235,241,150
2007-09,0.003169,0.062266,0.059097000000000004,-0.038079926738001105,0.06429048638827599,0.03317115417523766,0.04642078165856742,0.04169447038604168,0.008765419660214721,0.0979376905476727,0.12882307622596267,134,258,221,234,240,147
2007-10,0.003169,0.049497,0.046328,-0.14028930533960127,-0.09383526376508741,-0.1296177008434622,-0.09701128734856881,-0.13274700137886392,0.0964178533632886,0.05319744671610476,-0.08812337363148448,132,257,220,233,239,147
2007-11,0.003169,-0.155029,-0.158198,0.09191451410241994,0.005395270663519178,-0.027431421542261858,-0.05821618849987457,-0.04925310679279911,-0.14762497235402214,-0.14800654101172675,-0.11501274577644653,131,255,221,234,239,148
2007-12,0.003386,0.095806,0.09242,0.06364124137062482,0.03267688297795815,0.19506771951743265,0.2184551514911012,0.19866246041993824,0.10664453075971507,0.14621352074375674,0.1684035558131258,132,253,220,232,238,149
2008-01,0.003386,-0.155527,-0.158913,0.08336922790090512,-0.00406312580126085,-0.04677936326850956,-0.05725766395144665,-0.05408890460547555,-0.13058538889577231,-0.14624612747104687,-0.13140209916132803,132,256,220,234,241,149
2008-02,0.003386,0.002863,-0.000523,0.09123799552306879,0.033830594215226065,0.09983163746478987,0.13024378969813888,0.12750252855082173,0.006737140118379664,0.03039939156336452,0.04672743746279996,134,254,219,232,240,145
2008-03,0.003386,-0.20343,-0.206816,0.010436637735238119,-0.033687777211546505,-0.17672306167393928,-0.1857640950803836,-0.18128274502665884,-0.15087640619690137,-0.21051113152251982,-0.21369227726727485,132,253,219,233,237,147
2008-04,0.003386,0.051723,0.048337,-0.07954746252689852,-0.02865963245539537,-0.05637720185711369,-0.05835838126705898,-0.06812049985341632,0.03944963608954001,0.02246299933851467,-0.006126330824948093,134,255,216,234,236,146
2008-05,0.003386,-0.066545,-0.06993100000000001,0.04946563187201926,0.02770318935370182,-0.02227605022867931,-0.012723521293577643,-0.011783823124104859,-0.09826971147763403,-0.04355501890998068,-0.05335555987480484,133,256,220,233,239,147
