factor,mean_monthly_pct,std_monthly_pct,nw12_tstat_mean,annualized_mean_pct,annualized_vol_pct,n_months
MKT_RF,0.34559153439153434,5.984769078032566,0.8185818752373419,4.147098412698412,20.7318482294391,189
SMB,0.5908392985581471,4.290735716496608,1.6778639480514144,7.090071582697766,14.863544525645148,189
HML,0.1563824261356983,3.8773853001714764,0.5976474951768074,1.8765891136283797,13.431656680835399,189
