factor,n_months,mean_monthly_pct,std_monthly_pct,nw12_tstat_mean,sharpe_monthly,autocorr1,annualized_mean_pct,annualized_vol_pct
MKT_RF,189,0.34559153439153434,5.984769078032566,0.8185818752373419,0.05774517443956988,0.11157314866330093,4.147098412698412,20.7318482294391
SMB,189,0.5908392985581471,4.290735716496608,1.6778639480514144,0.13770116306314206,0.05715729942093618,7.090071582697766,14.863544525645148
HML,189,0.1563824261356983,3.8773853001714764,0.5976474951768074,0.04033192835614823,0.008380621187876799,1.8765891136283797,13.431656680835399
