Trdmnt,SL,SM,SH,BL,BM,BH,N_SL,N_SM,N_SH,N_BL,N_BM,N_BH
2022-05,0.1647011875976538,0.12150447373931371,0.10476894609432565,0.0592017580389287,0.07353062319328853,0.014911187493237289,356,700,406,525,479,473
2022-06,0.0658215591302161,0.06947552301545054,0.033055762647216456,0.13063022355001996,0.08455585911649172,0.02952486771826651,362,703,410,525,478,473
2022-07,0.03704213508428618,0.05981505172146113,0.026614622592715617,-0.04920421642526739,-0.009055457176696435,-0.03845306647573169,372,723,432,542,513,492
2022-08,-0.032699519401404406,-0.023203619652456518,-0.014848063509161685,-0.0386267123542432,-0.022799512303671086,0.007863535765578808,371,721,432,542,513,492
2022-09,-0.09093871301089275,-0.08976714880346788,-0.07132460174805288,-0.06818793761642264,-0.08771595066528241,-0.03169205946265076,371,721,432,542,513,492
2022-10,0.041799654824220545,0.051635372055425545,-0.008505677254250318,-0.07074907945825741,-0.009924285716385898,-0.06074559803196787,371,721,432,542,513,492
2022-11,0.08433619069126126,0.0791021289408944,0.13073185330344197,0.07424855778208557,0.0846102989481911,0.126650846769919,371,721,432,542,513,492
2022-12,-0.03134765828971184,-0.03399384447095164,-0.03577241346734027,0.007795081736552247,-0.036285062070287664,-0.02808631081445969,371,721,432,542,513,492
2023-01,0.06628122520753046,0.07506157647888911,0.042597056159534685,0.07623945523633488,0.07009464428718318,0.041200050999372954,371,721,432,542,513,492
2023-02,0.018174435689687934,0.036964820210357865,0.034999584953810045,-0.010583464263653104,0.029069250432972805,0.008316781851587721,371,721,432,542,513,492
2023-03,-0.03245854647257632,-0.02569879492932657,-0.037283051407252105,-0.02059127809918295,0.005419921626335526,0.0027189990729504163,371,721,432,541,513,492
2023-04,-0.05801249081993175,-0.03815246338482688,-0.003198540602940149,-0.05522331839693989,-0.007369207877096013,0.07079865398380607,371,721,432,541,513,492
2023-05,-0.0003331336648511575,0.014706027396082021,-0.009057338758589484,-0.0553681150146072,-0.0273101452999869,-0.03298854819962787,366,719,432,541,513,492
2023-06,0.03518467519333776,0.04022928258549773,0.025346555680088218,0.029794156786303636,0.029515325369244883,-0.0037938848348471896,365,721,431,541,513,490
2023-07,0.03011651224577086,0.015739382293233652,0.06856033151377644,0.03310525047179037,0.020700858082830908,0.06362356348214092,450,712,390,483,534,543
2023-08,-0.05222361617021115,-0.04381893889342121,-0.05347117126522242,-0.06508947495303895,-0.05495869982829061,-0.05403796865282462,448,710,389,483,534,543
2023-09,-0.0019904502452804057,0.016179666238461555,-0.000777809651644019,-0.027702688206230033,-0.002510739694983137,0.009678010639887111,448,710,388,483,534,543
2023-10,0.002306410599764221,0.005192611447143678,-0.007009380040307669,-0.020642430369585824,-0.029448061325543975,-0.039368085685249,448,710,388,483,534,543
2023-11,0.05487234990751471,0.05880481796273208,0.03959071758153045,-0.008243703999291524,0.0018764140848973893,-0.005953085237870401,448,710,388,483,534,543
2023-12,-0.017404826135779813,-0.01815131921695998,-0.020054711335050508,-0.02760912230131967,-0.018224806032897917,-0.014448005914895456,448,710,388,483,534,543
2024-01,-0.1929236584442153,-0.19134389448888453,-0.14446162232545584,-0.15312433512276827,-0.08971006354152578,0.027992431831129903,448,710,388,483,534,543
2024-02,0.01760396527885948,0.020351725573254528,-0.009885859837658691,0.12108363261783522,0.1080641703751743,0.05936168463907127,448,710,388,483,534,542
2024-03,0.05780750609677484,0.07238405082739521,0.06442344316099134,0.0027261341506915867,0.026376604586125323,0.00738541458288273,448,710,388,483,534,542
2024-04,-0.06627879746561524,-0.026578506643382654,-0.01810829992243057,0.0076062885478562995,0.030568220512101386,0.029103694624781754,447,709,388,483,534,542
2024-05,-0.04082883650771742,-0.023286769189021086,-0.014390565905117838,-0.02339554926577948,-0.004494825621123016,0.00852618432831762,443,703,386,483,534,541
