Trdmnt,RF,RM,MKT_RF,SMB,HML_EP,SL,SM,SH,BL,BM,BH,N_SL,N_SM,N_SH,N_BL,N_BM,N_BH
1994-03,0.008719,-0.100372,-0.10909100000000001,,,-0.03131658199277929,,,,-0.170799,-0.178832,2,0,0,0,1,1
1994-04,0.008719,-0.159827,-0.168546,,,-0.16009195911057578,,,,0.062458,-0.084444,2,0,0,0,1,1
1994-05,0.008719,-0.062648,-0.071367,,,-0.0727956182263181,,,,-0.086929,-0.067961,2,0,0,0,1,1
1994-06,0.008719,-0.166252,-0.17497100000000002,,,-0.18753627338220272,,,,-0.079452,-0.074538,2,0,0,0,1,1
1994-07,0.008719,-0.277964,-0.28668299999999997,,,-0.22316070848303027,-0.11656529072998909,-0.175532,,-0.14452783652974108,-0.17027721481796212,4,2,1,0,4,2
1994-08,0.008719,1.199601,1.190882,,,0.8823207365593719,0.6906189960177483,0.8,,0.5601444757782514,0.5922560538002054,4,2,1,0,4,2
1994-09,0.008719,0.059006,0.050287000000000005,,,0.34553712645244905,0.0708222671523855,0.23655899999999996,,0.15621572030107658,0.043625733790276885,4,2,1,0,4,2
1994-10,0.008719,-0.190591,-0.19931000000000001,,,-0.18250762510451826,-0.10383940857514498,-0.217391,,-0.22506162914151645,-0.23775915242726972,4,2,1,0,4,2
1994-11,0.008719,0.039206,0.030487,,,-0.026469716891477712,0.00536305507967157,-0.0037039999999999994,,-0.0007433164705330507,-0.02824732961277371,4,2,1,0,4,2
1994-12,0.008719,-0.054724,-0.063443,,,0.017414078762532474,-0.10024604582454319,-0.046468,,-0.06076617532361364,-0.05466920152948305,4,2,1,0,4,2
1995-01,0.008719,-0.125162,-0.133881,,,-0.18467247624273098,-0.15802539439289437,-0.118908,,-0.04362830828348764,-0.0894734028052262,4,2,1,0,4,2
1995-02,0.008719,-0.016772,-0.025491,,,0.01753987755311356,-0.0061288686244727565,0.015487,,0.012310144653955477,-0.005526247766255901,4,2,1,0,4,2
1995-03,0.008719,0.152571,0.143852,,,0.1417518409543237,0.1400394080064659,0.089325,,0.030380554363187286,0.03702918857453223,4,2,1,0,4,2
1995-04,0.008719,-0.100792,-0.10951100000000001,,,-0.11173542247110504,-0.14384788595762513,-0.136,,-0.0824618701602206,-0.11632564478239839,4,2,1,0,4,2
1995-05,0.008719,0.18584,0.177121,,,0.15085719205815157,0.044918112301233916,0.092593,,0.03361962847963515,0.003846248112444305,4,2,1,0,4,2
1995-06,0.008719,-0.091822,-0.100541,,,-0.07646474411628826,-0.06811527051244957,-0.067797,,-0.0727297881506084,-0.08205937832427329,4,2,1,0,4,2
1995-07,0.008719,0.085736,0.077017,-0.01747844739081108,0.021551488380871647,0.05568416741356092,0.03767226466292212,0.07631357983680456,0.0635055962981725,0.07262059715087618,0.08597916063667216,44,65,34,42,49,51
1995-08,0.008719,0.046407,0.037688,-0.017876666261191533,0.11547492305321685,0.002948737984065895,0.019143739534173806,0.08394317758059944,-0.030370186317703985,0.07045062000792154,0.1195852201921962,44,65,34,42,49,51
1995-09,0.008719,-0.004147,-0.012865999999999999,-0.006822028405601876,0.06704591350607583,-0.026374231007722303,-0.008944372520869555,0.01330296693990956,-0.05201042304069578,0.008056665644995081,0.042404206023824026,44,65,34,42,49,50
1995-10,0.008719,0.004456,-0.004262999999999999,0.009118711978147911,0.007081895898000502,0.028272370693206636,0.011517907039007642,0.0022148743961161047,-0.011518668843618185,-0.0025349342119685265,0.02870261924947335,44,65,34,42,49,50
1995-11,0.008719,-0.093218,-0.101937,0.009365463198719434,-0.0517335968877506,-0.055567023304699585,-0.06608119990153802,-0.08915353761770681,-0.0355626622000797,-0.09789214655744935,-0.10544334166257369,44,65,34,42,49,51
1995-12,0.008719,-0.12401,-0.13272899999999999,0.007085176898887824,0.020823563697480896,-0.12385377512669983,-0.10642722046805995,-0.1040652566433512,-0.13016398646725766,-0.1171324189118723,-0.1083053775556445,44,65,34,42,49,51
1996-01,0.008719,-0.037488,-0.046207,0.00752629081925546,0.057991722094860754,-0.057369971139485984,-0.028400537190740396,-0.016402294232930718,-0.07786110866632613,-0.044045224971437466,-0.0028453413831598965,44,65,34,42,49,51
1996-02,0.008719,0.029781,0.021061999999999997,-0.013825623755990404,-0.012449793855165474,0.03178976703480187,0.02424012000504248,0.007474695781145847,0.04236606335308435,0.020833843839467625,0.041781546896409436,44,65,34,42,49,51
1996-03,0.008719,0.006676,-0.0020429999999999997,-0.0034041996581766587,0.0029892574280075104,0.0015391135006656517,0.0035969737338875972,-0.006926756306342361,-0.0034967475292489174,0.0009710402982156653,0.010947637133774116,44,65,34,42,49,51
1996-04,0.008719,0.294034,0.28531500000000004,0.025984006759325162,0.07127654236198316,0.292745723944166,0.3466719142917378,0.3269926347796478,0.22659979106885653,0.32695249671137855,0.33490596495734104,44,65,34,42,49,51
1996-05,0.007346,-0.03048,-0.037826,-0.05718518897237283,0.1517417243249472,-0.11668294752905888,-0.10149315667966233,-0.01579132956702847,-0.10208957413343887,-0.06082454927961746,0.10050225655442512,44,65,34,42,49,51
1996-06,0.007346,0.240369,0.233023,-0.1400737535777537,0.13489921934529178,0.0950109716677508,0.1050183823948352,0.201469309468325,0.12739031931827716,0.4035991847376085,0.2907304202082865,44,65,34,42,49,51
1996-07,0.007346,0.123955,0.11660899999999999,0.14728328891494274,0.0874442234396009,0.2121392044776173,0.18861380698894786,0.29625340504475534,0.054582587047338225,0.05521712935975207,0.14535683335940197,57,68,21,31,48,66
1996-08,0.006022,-0.002064,-0.008086,-0.021407408075039,0.08773731249448892,-0.09048094843879544,-0.031313624000680405,0.05934983622917109,-0.017229159796372268,0.010591967286545455,0.008414680524639047,57,68,21,31,48,66
1996-09,0.006022,0.063073,0.057051000000000004,-0.028029830874969637,-0.011242172321515594,0.0445873816817143,0.03327262104696235,0.05414769079200472,0.08266569879765714,0.08281044230359759,0.050621045044335546,56,68,21,31,48,66
1996-10,0.006022,0.201707,0.195685,0.15031874944483378,-0.04196338429630625,0.3192123989606593,0.3754512027139019,0.3069607861070599,0.23679680501503358,0.14874968515606576,0.1651216492760205,57,68,21,31,48,66
1996-11,0.006022,0.078422,0.0724,0.07898305414110382,0.03262749187292105,0.1134680862715284,0.12773170158071273,0.17398658155610527,0.05069106881717501,0.07211858088941973,0.05542755727844024,57,68,21,31,48,66
1996-12,0.006022,-0.172235,-0.178257,-0.05224545812020334,0.0789362239405823,-0.26782492529103497,-0.25113444658452283,-0.18484275979746037,-0.19682381394960732,-0.2283084118007835,-0.12193353156201732,57,68,21,31,48,66
1997-01,0.006022,0.068688,0.062666,0.03721100665395877,0.006524983796844214,0.09078975008105603,0.12667425090331502,0.10683266950256474,0.07661226416655259,0.06243207401977458,0.0736193123387323,57,68,21,31,48,66
1997-02,0.006022,0.057548,0.051526,0.00769431263075776,-0.07444557488021183,0.12879977798952982,0.08621090265430188,0.028043735823335605,0.09320227504397807,0.08170203608116733,0.04506716744974861,57,68,21,31,48,66
1997-03,0.006022,0.192075,0.186053,0.02918025147862846,0.04865171252247741,0.1829701339440332,0.23609204120581112,0.20144230285226378,0.13784115828847965,0.17845015085253915,0.21667241442520388,57,68,21,30,48,66
1997-04,0.006022,0.098318,0.092296,-0.03890153550382279,0.10497853649445998,-0.00953827493981773,0.11177902129167736,0.12738792179702807,0.0800516742502068,0.11319904990786828,0.15308255050228098,57,68,21,30,48,66
1997-05,0.006022,-0.084362,-0.090384,-0.038225643186535305,0.0455819969092134,-0.15326622967276823,-0.1032116659518606,-0.106919147261676,-0.08178371579804677,-0.12996959313793993,-0.03696680439071219,57,68,21,30,48,66
1997-06,0.006022,0.000913,-0.005109,0.005041378912952764,0.03603679540462133,-0.0007788071288335264,0.006165402060347631,0.0007186164436342738,-0.049627315142195504,0.019659537683906235,0.02094885209457936,57,68,21,30,48,66
1997-07,0.006022,-0.066254,-0.07227599999999999,0.045756570311459535,-0.012844363297569987,-0.028530391481127997,-0.012274315918241057,-0.03870516034384429,-0.06665138605830866,-0.06796284882855097,-0.08216534379073234,92,100,35,44,82,100
1997-08,0.006022,-0.006532,-0.012554,0.02491644696751101,-0.05403424142670386,0.05461441001487298,-0.004667086529459392,0.042404060884296074,0.06128491925473436,-0.009109661319461261,-0.034573214468096476,92,100,35,44,82,100
1997-09,0.006022,-0.107803,-0.113825,0.0038798432005548444,-0.02572679498434352,-0.08338823139032069,-0.11127850945531281,-0.13033157751470986,-0.11636658041000725,-0.09939444329769552,-0.12087682425430513,92,100,35,44,82,100
1997-10,0.004606,0.135003,0.130397,-0.04151993615261085,0.03869569795960685,0.0733185068511072,0.08394670484702758,0.08303908144892391,0.08671892287150172,0.12375543454049079,0.15438974419289872,92,100,35,44,82,100
1997-11,0.004606,-0.046325,-0.050931,0.022713343611559057,0.006864000414429146,-0.02403253656730932,-0.027754217517653234,-0.036054414999811275,-0.07082687526940576,-0.04007732864199973,-0.04507699600804551,92,100,35,44,82,100
1997-12,0.004606,0.043717,0.039111,0.0669019850127845,0.02976817178063284,0.0817252600942894,0.08424778891663308,0.05443196404783653,-0.04729460157254527,0.02745862155777749,0.03953503803517329,92,100,35,44,82,100
1998-01,0.004606,0.019986,0.015380000000000001,0.030112044320551028,0.0015488903698158765,0.05643919277842873,0.04101435756628791,0.028353254043945342,0.00040686564386933243,0.003473220665155095,0.031590585117984474,92,100,35,44,82,100
1998-02,0.004606,-0.022234,-0.02684,0.033294805579162146,-0.0286001386117856,0.02740801948046361,-0.0036592536900578983,0.03338104131453158,0.01829221971146416,-0.016165749997838305,-0.04488107934617501,92,100,35,44,82,100
1998-03,0.004249,0.023757,0.019508,0.047243892438675016,-0.029355377532182644,0.10289030524207983,0.03373524854915483,0.052385710149935115,0.0082710795524254,0.038943587492514524,6.49195802048254e-05,92,100,35,44,82,100
1998-04,0.004249,0.089083,0.08483399999999999,0.07443174676472618,-0.019543865135644364,0.13437926259071561,0.17264082465694625,0.11096592717905976,0.0630732922475154,0.08421858449714521,0.04739889738788253,92,100,35,44,82,100
1998-05,0.004249,0.05492,0.050670999999999994,0.051380785484608185,-0.06678677151344935,0.13125375887476662,0.11113833976907969,0.10314042342407759,0.12178716612288536,0.05327604094453832,0.016326958546675676,92,100,35,44,82,100
1998-06,0.004249,-0.060283,-0.064532,0.002319825109299692,-0.00033958934959621434,-0.08708916139851461,-0.04789645802776055,-0.07575845462561422,-0.07369237117611,-0.058308921555475665,-0.08570225664820282,89,97,35,43,81,100
1998-07,0.003891,-0.014238,-0.018129,0.010113830669046845,0.005182143874546338,0.0014333442757708261,-0.015583769497899889,-0.013201411530692889,-0.0333693370235394,-0.015953698268440085,-0.008370293467983009,123,137,74,78,130,126
1998-08,0.003891,-0.127299,-0.13119,0.024415780082489263,-0.008942185891038096,-0.10106211052477937,-0.12019329546895699,-0.1036490110223519,-0.1301745284352651,-0.12250522910852218,-0.14547199971976876,123,137,74,78,130,126
1998-09,0.003891,0.079515,0.075624,0.073935695940703,-0.014185647304761143,0.12663175922657854,0.15181343723071913,0.13353035866251814,0.08447219075118065,0.05649397984080738,0.049202296705718775,122,137,74,78,130,126
