Trdmnt,RF,RM,MKT_RF,SMB,HML_EP,SL,SM,SH,BL,BM,BH,N_SL,N_SM,N_SH,N_BL,N_BM,N_BH
1998-10,0.003891,-0.011797,-0.015688,0.0429081538634577,-0.00641828037600597,0.016296836041531728,0.03299534188067054,0.0024761903381391452,-0.03258702707105043,-0.0127661241393115,-0.03160294211966978,122,137,74,78,130,126
1998-11,0.003891,0.021069,0.017178000000000002,-0.021365426684638228,0.00513562749466826,-0.003836709759870814,0.00766506047557007,0.003359694699344493,0.02428201561866211,0.019645443701513002,0.027356866148783326,122,137,74,78,130,126
1998-12,0.003097,-0.081349,-0.08444600000000001,-0.021418706723888084,0.010172891051195954,-0.10969331853333067,-0.09477551494423736,-0.09538726880020658,-0.08035219122435326,-0.08093533202667165,-0.07431245885508543,122,137,74,78,130,126
1999-01,0.003097,-0.010077,-0.013173999999999998,0.023981961635875435,0.024759185448467103,-0.011050261302656973,0.013865011354192037,0.019097175535993858,-0.027737543854381982,-0.013929805669616789,-0.008366609796098606,122,137,74,78,130,126
1999-02,0.003097,-0.043363,-0.04646,0.006522577191001536,-0.007108142746318401,-0.036845834283224514,-0.03410974451462234,-0.03886893914923417,-0.032429841773271226,-0.05233938534691606,-0.04462302239989836,122,137,74,78,130,126
1999-03,0.003097,0.067116,0.06401899999999999,0.06709789749318007,-0.02813706168498363,0.1495930594222552,0.09464430919590874,0.10221800611912686,0.05255619882713942,0.04894835467031075,0.043657128760300486,122,137,74,78,130,126
1999-04,0.003097,-0.034771,-0.037868000000000006,-0.000688557870862791,0.010949789328413735,-0.03809687693300344,-0.04053867794979713,-0.026288645988331586,-0.04620315776872982,-0.020543559433239787,-0.03611181005657419,122,137,74,78,130,126
1999-05,0.003097,0.120887,0.11778999999999999,-0.04549289051757972,-0.033786239370099364,0.10132509892487046,0.08372635547167234,0.10406909413238202,0.1791434217604192,0.1376288505085359,0.1088269478127089,122,137,74,78,130,126
1999-06,0.0018559999999999998,0.338397,0.336541,-0.027306269518258985,0.012693314166456304,0.3104541258372292,0.2944519504498217,0.3566732265946744,0.3805113037369082,0.30330797638721835,0.35967883131237566,122,137,74,78,130,126
1999-07,0.0018559999999999998,-0.056682,-0.058538,0.0257977794151047,0.02461712925264159,-0.0596454530524198,-0.04114793335029582,-0.03338037646405325,-0.08788270330517428,-0.05877087641865102,-0.06491352138825766,135,168,64,85,126,155
1999-08,0.0018559999999999998,0.009281,0.007424999999999999,0.05049683597704895,-0.02355752525923481,0.06417781780895482,0.042939277898870296,0.037274293312210625,0.014955865290056426,-0.016799323469498542,-0.005255660731669003,135,168,64,85,126,155
1999-09,0.0018559999999999998,-0.026651,-0.028507,0.005153798500486553,-0.009127602387039219,-0.017177908010677,-0.026658070909257765,-0.03117074549147221,-0.033561887902539035,-0.019081976814505335,-0.037824255195822255,135,168,64,85,126,155
1999-10,0.0018559999999999998,-0.044471,-0.04632699999999999,0.021518297276714317,-0.009440743721558197,-0.025784374626925243,-0.02760399688593051,-0.033248156588288925,-0.04284128644047009,-0.05409114156859473,-0.0542589919222228,135,168,64,85,126,155
1999-11,0.0018559999999999998,-0.04198,-0.043836,0.02677119417013707,-0.013085370212615157,-0.02317250501188947,-0.014739596371729901,-0.027116948008846807,-0.031544688738948536,-0.06002695699670733,-0.05377098616722152,135,168,64,85,126,155
1999-12,0.0018559999999999998,-0.049834,-0.05169,-0.0108324673478125,0.007780502493100971,-0.06581986405671077,-0.05648101855811601,-0.0485767411368892,-0.04600618640291044,-0.04468573096883798,-0.04768830433653007,135,168,64,85,126,155
2000-01,0.0018559999999999998,0.14104,0.139184,0.011353793104364629,-0.007172492647152223,0.15881170824139407,0.17677407374469234,0.14291085427926695,0.13131857829963378,0.18024223168516929,0.13287444696745646,135,168,64,85,126,155
2000-02,0.0018559999999999998,0.118925,0.117069,0.007205044814258543,-0.07453089598762067,0.1542189430026611,0.14942232696163524,0.11835230957392791,0.20197077940936956,0.10963204482321774,0.08877562086286137,135,168,64,85,126,155
2000-03,0.0018559999999999998,0.060724,0.058868000000000004,0.06844841047603092,0.0031503348525277475,0.09665376996833282,0.09567626508416076,0.10845895663215019,0.03623684635657411,0.028474584502164585,0.030732329397812237,135,168,64,85,126,155
2000-04,0.0018559999999999998,0.016872,0.015016000000000002,-0.00041858551037736794,0.010215301905558864,0.007620855472852638,0.02613946213471091,0.013836536304403202,0.012098642862337566,0.010440401738856553,0.02631356584190473,135,168,64,85,126,155
2000-05,0.0018559999999999998,0.029474,0.027618,0.03384907575624229,0.008734534389481165,0.05825635639157003,0.04853082402937705,0.04059736397515932,-0.001031830452157174,0.012772916836320836,0.03409623074321586,135,168,64,85,126,155
2000-06,0.0018559999999999998,0.02422,0.022364,-0.01820185132269487,0.02731495106580712,0.004372403047823458,0.014302020608945485,0.01063049991248797,0.0018882362265067144,0.03176219981737834,0.05026004149345645,135,168,64,85,126,155
2000-07,0.0018559999999999998,0.045888,0.044032,0.01577460382692545,0.020521245087313046,0.04901632918225044,0.050137668035794815,0.060285434375159784,0.02317367543586009,0.03599488425899176,0.052947060417576845,161,173,84,90,161,166
2000-08,0.0018559999999999998,-0.005527,-0.007383,0.027814122037433373,-0.02644153814762718,0.03218120917869689,0.004761460736880835,-0.01211613173291381,-0.01777354706240556,-0.014482998421181437,-0.026359282446049213,161,173,84,90,161,166
2000-09,0.0018559999999999998,-0.048266,-0.050122,0.0267510616230311,-0.011038288197614952,-0.029540408078483224,-0.026972291966085162,-0.03465502941387547,-0.052225348768335095,-0.050008261731029284,-0.06918730382817276,161,173,84,90,161,166
2000-10,0.0018559999999999998,0.025387,0.023531,0.03697128755139467,-0.00030618829348742077,0.05581361817645571,0.04758903326872336,0.04633246203393198,0.01030228704528483,0.009347897178808516,0.019171066600833713,161,173,84,90,161,166
2000-11,0.0018559999999999998,0.056832,0.054976000000000004,0.012857775849640735,-0.0008977017222177308,0.07186742167980553,0.07340585528795382,0.05635034496916986,0.04977955555373916,0.049769510014328444,0.06350122881993939,161,173,84,90,161,166
2000-12,0.0018559999999999998,-0.001768,-0.0036239999999999996,0.027504133361439448,0.007717374699651685,0.010371274617154445,0.017053181079895344,0.013122425665621844,-0.0191355866715741,-0.01637794372933448,-0.006451988320738132,161,173,84,90,161,166
2001-01,0.0018559999999999998,-0.008404,-0.01026,0.0005518768930601048,0.030363673837065668,-0.03002631334457832,-0.0051837496105496175,0.007877979852306347,-0.013540654876089615,-0.024729458507069344,0.009282399601157051,161,173,84,90,161,166
2001-02,0.0018559999999999998,-0.058702,-0.060557999999999994,-0.003113613094420195,0.031882125452533286,-0.07822328636095036,-0.05228851700735448,-0.0528588484477688,-0.07205596520220976,-0.06831769512027853,-0.03365615221032475,161,173,84,90,161,166
2001-03,0.0018559999999999998,0.072475,0.070619,0.022209747389455026,-0.002176849448829024,0.09438047333080532,0.08664060077432285,0.08394848417649448,0.05917022678977127,0.07392157227706218,0.06524851704642406,161,173,84,90,161,166
2001-04,0.0018559999999999998,-0.005346,-0.007202,0.023428837716729177,-0.032377387338444724,0.02791982900962394,0.0044437405310844445,-0.0005462330503208002,0.009687810555569321,-0.02155608515399389,-0.02660090206137538,161,173,84,90,161,166
2001-05,0.0018559999999999998,0.036492,0.034636,0.051936082997421085,-0.019019687129291238,0.08327431531920072,0.06738108889913366,0.06254852078308422,0.02368088089545773,0.027347493940705833,0.006367301172991759,160,173,84,90,161,166
2001-06,0.0018559999999999998,0.006404,0.004548,0.009923516861742315,0.01712003054073223,-0.0032036150477929345,0.011530385792164005,0.01228860026194324,-0.007884462031947695,-0.012134101286745538,0.010863383739780599,161,173,84,90,161,166
2001-07,0.0018559999999999998,-0.132199,-0.134055,-0.0060570201949147195,0.0011701973402382104,-0.13859495434213615,-0.13616133670665792,-0.13415147024260377,-0.13296069402173097,-0.12271222324413579,-0.13506378344078696,189,198,82,93,176,199
2001-08,0.0018559999999999998,-0.036113,-0.037968999999999996,0.013351003614074913,-0.0019438815247119906,-0.022865936366318194,-0.03266569322646415,-0.033154868948927635,-0.04471742227549861,-0.04570583436612295,-0.03831625274231316,189,198,82,93,176,199
2001-09,0.0018559999999999998,-0.04807,-0.049926,-0.014575706321232208,0.007170651895534501,-0.0636985785137637,-0.05732466054604869,-0.056305765687827004,-0.04986884430381343,-0.04081268814144823,-0.04292035333868112,189,198,82,93,176,199
2001-10,0.0018559999999999998,-0.04784,-0.049696,-0.023504044689512178,0.0004407734720996148,-0.06262434737905899,-0.06984369843211496,-0.058399072887723225,-0.035706748381973845,-0.045597760319276426,-0.039050475929110366,189,198,82,93,176,199
2001-11,0.0018559999999999998,0.037023,0.035167000000000004,0.02116733461158129,0.002100293000829437,0.054197873780662674,0.05595073505633988,0.056679807896630297,0.03476712546377878,0.032073510085640175,0.03648577734947003,189,198,82,93,176,199
2001-12,0.0018559999999999998,-0.061669,-0.063525,-0.00308841157193622,0.03796881125732039,-0.08378251735011169,-0.06586662096512104,-0.04638977172228255,-0.07691012148889953,-0.07149830923071919,-0.038365244602087886,189,198,82,93,176,199
2002-01,0.0018559999999999998,-0.100454,-0.10231,-0.026626645019749623,0.033017809616924215,-0.14514937011062168,-0.12811651155167028,-0.10382708802714831,-0.11439784379086929,-0.09313068419882793,-0.08968450664049421,189,198,82,93,176,199
2002-02,0.0016350000000000002,0.026614,0.024978999999999998,0.007797398913513848,-0.004713297384508049,0.03625896462252637,0.02752136797831505,0.02860597880380882,0.025805441100088516,0.01915684141423019,0.024031832149789975,189,198,82,93,176,199
2002-03,0.0016350000000000002,0.06055,0.058915,0.015405329243714919,-0.023377219310925144,0.091579727023854,0.08330088124892406,0.06515499163820818,0.07368585799803003,0.06677759941998591,0.05335615476182558,189,198,82,93,176,199
2002-04,0.0016350000000000002,0.042395,0.040760000000000005,0.021090092134051393,-0.013606824438299372,0.06793429833475025,0.05425389743829232,0.056608667835012984,0.04831114756146505,0.03479231045983276,0.03242312918460357,189,198,82,93,176,199
2002-05,0.0016350000000000002,-0.086186,-0.087821,-0.006954159162153348,-0.023757728950145995,-0.07566529610371324,-0.08796732896492168,-0.10104322122449078,-0.06852793119246664,-0.0846199736422179,-0.0906654639719811,188,198,81,93,175,198
2002-06,0.0016350000000000002,0.142664,0.14102900000000002,-0.04065426535886217,0.017811162028280772,0.08971573930924723,0.1060393449232532,0.11429353440590186,0.14584942203562706,0.12926804168382774,0.15689395099553397,188,198,81,93,175,197
2002-07,0.0016350000000000002,-0.043462,-0.045097,0.010075931848741653,-0.005518530723745446,-0.035166111602257535,-0.03566661309182918,-0.02017756514322274,-0.02842263189644507,-0.038367213684118606,-0.054448239802970755,197,205,85,96,184,207
2002-08,0.0016350000000000002,0.009449,0.007814000000000002,0.0055710349532112,0.011235990005004933,0.007805176631077439,0.01658297812552497,0.017163687205376862,0.003199201478985934,0.005326864708663355,0.01631267091469638,197,205,85,96,184,207
2002-09,0.0016350000000000002,-0.053471,-0.055105999999999995,-0.0009235160333289014,0.0025615795741897873,-0.05612399085522388,-0.049729058765236624,-0.05035264640948705,-0.04986181777943824,-0.05306332707372713,-0.05051000307679549,197,205,85,96,184,207
2002-10,0.0016350000000000002,-0.050734,-0.052369,-0.01391352351876414,0.00015227105251580664,-0.06357607780106637,-0.06260091489198165,-0.04904317691749743,-0.03641704885635303,-0.04641714256300964,-0.050645407634890366,195,205,85,95,184,207
2002-11,0.0016350000000000002,-0.057008,-0.058643,-0.03197768540629924,0.016401029827400423,-0.08359937769461007,-0.08824498174326795,-0.07540013009220808,-0.0625151147392217,-0.050884015885143824,-0.03791230268682283,195,205,85,95,184,207
2002-12,0.0016350000000000002,-0.052641,-0.054276,0.003722616181928075,0.006677699756596031,-0.04692950461378408,-0.05447506227024969,-0.04184592444245799,-0.05571449249728025,-0.05126117421958146,-0.0474426731554143,195,205,85,96,184,207
2003-01,0.0016350000000000002,0.099691,0.098056,-0.0016184759402420174,-0.00362965182213576,0.09366571452715239,0.09734867352079567,0.08069000073445583,0.09292062510153486,0.08500215625163518,0.0986370352499599,195,205,85,96,184,207
2003-02,0.0016350000000000002,0.008816,0.007180999999999999,0.009126454236432019,-0.004173946815465287,0.01973678365617412,0.016556925721631578,0.015713043086864612,0.013209056620419289,0.002533429576156742,0.008884903558798217,194,205,85,96,184,207
2003-03,0.0016350000000000002,-0.006821,-0.008456,-0.020098662458680746,0.030146694150178763,-0.03858360474381815,-0.029865396732750096,-0.008508837275046865,-0.014782426487262149,-0.017315619232634815,0.015436194344324089,195,205,85,96,184,207
2003-04,0.0016350000000000002,-0.002774,-0.004409,-0.04271665166766302,0.06094670201718243,-0.07111074790386811,-0.04791999651438539,-0.01475578451879886,-0.034209556890074704,-0.002755900803209476,0.0313288837592209,195,205,85,95,184,207
2003-05,0.0016350000000000002,0.042473,0.040838,-0.013918854729682115,-0.004860909938952676,0.03379719705847651,0.03046051855670257,0.032975087705332924,0.05321913327592133,0.04145081148247747,0.04431942275115956,195,205,85,95,184,206
2003-06,0.0016350000000000002,-0.061289,-0.06292400000000001,-0.004591360969296784,0.018910398884527037,-0.06743720544372606,-0.0706576752145759,-0.0740367890506503,-0.09066013231292734,-0.0614577035511855,-0.04623975093694904,197,205,85,95,184,207
2003-07,0.0016350000000000002,-0.010819,-0.012454,-0.03084579293593634,0.03095283933460693,-0.046734299558080845,-0.04398513435674295,-0.026426016302969035,-0.029255808962564186,-0.007693848898957496,0.012341586451537866,196,244,71,111,164,235
2003-08,0.0016350000000000002,-0.033627,-0.035261999999999995,0.016689709709637627,-0.008848473655263246,-0.015950111973439495,-0.026801667844363875,-0.012464449848462572,-0.020761276477584092,-0.04258019640450723,-0.04194388591308751,196,244,71,111,164,235
2003-09,0.0016350000000000002,-0.042782,-0.044417,-0.0019041446108227222,0.003493724734851128,-0.04472602204952648,-0.05428891412196197,-0.0396363312623771,-0.04136965660842005,-0.05209727906711016,-0.039471897925867167,196,244,71,111,164,235
2003-10,0.0016350000000000002,-0.022683,-0.024318,-0.044123606094212044,0.08629057256095903,-0.10332654645137687,-0.08306529251282688,-0.041673493810852745,-0.07477475606038442,-0.05707309485304547,0.0361533364210095,196,244,71,111,164,234
2003-11,0.0016350000000000002,0.025833,0.024197999999999997,-0.016650201798060142,0.002233333608609573,0.01461573101231912,0.02350027776795781,0.006048290298978966,0.022966371009476665,0.03514805452392368,0.03600047894003597,196,244,71,111,164,234
2003-12,0.0016350000000000002,0.057192,0.055557,-0.06111920433337485,0.0964433965743675,-0.051248091601431206,-0.02260310489250499,0.022827165947243145,-0.008057933794409756,0.02963791444219033,0.1107536018056509,196,244,71,111,164,234
2004-01,0.0016350000000000002,0.063845,0.06221,0.02765963699420798,-0.01451028079148968,0.0946490875013523,0.09788360001974576,0.07823163585452185,0.06484482248775447,0.0706988773536359,0.05224171255160557,196,244,71,111,164,234
2004-02,0.0016350000000000002,0.064924,0.063289,0.027193398533714677,-0.033564753949499496,0.10679178703561781,0.09383518262770046,0.08684541328057392,0.08761292987774501,0.07784946173121327,0.0404297957337899,196,244,71,111,164,233
2004-03,0.0016350000000000002,0.037788,0.036153000000000005,0.017242239874264858,0.0142385782797672,0.05150215674619027,0.05056390633636004,0.039037572445218445,0.010134555267167049,0.028166064510133842,0.05107629612767328,196,244,71,111,164,233
2004-04,0.0016350000000000002,-0.092837,-0.094472,0.014666552526146681,0.05437273029159187,-0.11516309050027948,-0.0850798637548272,-0.07883248622405684,-0.15027506808515478,-0.09493981819425511,-0.07786021177819373,196,244,71,111,164,233
2004-05,0.0016350000000000002,-0.023122,-0.024757,0.010847524364654993,-0.02519020260613406,0.014399936856480621,-0.01553769949305529,-0.030430559613446366,-0.019399636620587562,-0.019761713360469748,-0.0249495453629287,195,244,71,111,163,232
2004-06,0.0016350000000000002,-0.101779,-0.10341399999999999,-0.01899357575951932,0.04155207370883851,-0.14901881123832078,-0.12510072326523408,-0.10936651347896352,-0.1253901161515302,-0.11917693805921976,-0.08193826649321045,195,244,71,111,163,233
2004-07,0.0016350000000000002,-0.008297,-0.009932,-0.03226276147240217,0.012539546768716653,-0.04220636505381294,-0.036244844428844875,-0.009515043673989736,0.007039182726581534,0.002355893649785776,-0.0005730451158083644,223,235,93,108,205,237
2004-08,0.0016350000000000002,-0.037501,-0.039136,-0.004660696834457259,0.03569956972245557,-0.056984653896692515,-0.05374479506773083,-0.027015607757441513,-0.05767719081531359,-0.049838677893526,-0.01624709750965346,223,235,93,108,204,237
2004-09,0.0016350000000000002,0.048605,0.046970000000000005,0.005066164366437177,0.029633116656674265,0.03452602895443009,0.04349350243368758,0.057549144727845475,0.022545536530932945,0.039035992414852574,0.058788654070866087,223,235,92,108,204,237
2004-10,0.0018559999999999998,-0.054967,-0.056823,-0.01138812394035172,0.04632842777000574,-0.10123189083570333,-0.06837786037018331,-0.02549234031535118,-0.06875195256135153,-0.04035111959713894,-0.0518346475416922,223,235,92,108,204,237
2004-11,0.0018559999999999998,0.016995,0.015139,0.025914337875035016,-0.05168708142453062,0.07471316957105939,0.04342264932922552,0.027816842584558403,0.052460519080914855,0.019766445560468814,-0.004017316781645386,223,235,93,108,203,237
2004-12,0.0018559999999999998,-0.061204,-0.06306,-0.01647746367688402,0.03306950203635366,-0.09891877517360136,-0.07299497688001708,-0.06832673226353415,-0.08070626753279482,-0.06494251938355104,-0.045159306370154716,223,235,93,108,205,237
2005-01,0.0018559999999999998,-0.060613,-0.062469,-0.006334521325311038,0.01621472865917127,-0.06049110190999946,-0.08457237597874202,-0.07396413431845687,-0.09081303692390104,-0.06430046411026309,-0.04491054719710109,223,235,93,108,205,237
2005-02,0.0018559999999999998,0.096232,0.094376,0.014473594024409883,0.009376816267085475,0.0996382230041031,0.1050814642449774,0.1108694039244367,0.08757452092714565,0.08949681563215886,0.09509697254098302,223,235,93,108,205,237
2005-03,0.0018559999999999998,-0.096957,-0.098813,-0.019836228636777545,0.056087493315731596,-0.1413095722515011,-0.13499478227815628,-0.10435483599377467,-0.14179705924483488,-0.11277663649716646,-0.0665768088710981,223,235,93,108,205,237
2005-04,0.0018559999999999998,-0.026668,-0.028524,-0.03313735384342014,0.10523319844198115,-0.1279207042235049,-0.0774977947583214,-0.008488736768914464,-0.0861938936536327,-0.033141816342586804,0.004840535775739141,223,235,93,108,205,237
2005-05,0.0018559999999999998,-0.079008,-0.08086399999999999,0.023539575464858305,-0.0712251612080921,-0.009618216860399731,-0.03566430235815919,-0.07264548426419361,-0.03285252072942518,-0.043418633406086746,-0.11227557574181551,222,233,92,108,204,237
2005-06,0.0018559999999999998,0.021338,0.019482,-0.008719970674715641,0.05231045228639459,-0.0196765247080789,-0.00043597904281512636,0.01550972699880589,-0.03160542706499716,0.015333336536148715,0.03782922580090723,223,233,92,108,205,237
2005-07,0.0018559999999999998,-0.002172,-0.0040279999999999995,-0.0630264238827003,0.07941252340041147,-0.09597560023417856,-0.0858821989706279,-0.04555662150470703,-0.07126366107102952,-0.004213894990704994,0.0371424070003219,237,254,95,115,215,256
2005-08,0.0018559999999999998,0.08808,0.08622400000000001,0.0787652950333791,-0.054467667462707064,0.18864478619279343,0.16825048554274302,0.1491778328755977,0.1324319994197928,0.0743816022796296,0.06296361781157442,237,253,93,114,215,256
2005-09,0.0018559999999999998,-0.000958,-0.0028139999999999997,0.024050975111183457,-0.002591484122075341,0.014957156906809604,0.027505296534282686,0.0293893402685887,0.008859491710351351,0.0015950365613576964,-0.010755659895578426,236,253,95,115,215,256
2005-10,0.0018559999999999998,-0.052819,-0.054674999999999994,-0.008004836968936939,0.009670040644394903,-0.07308868103946224,-0.05036820498346073,-0.05393180359936141,-0.0524288102251275,-0.048699762113907544,-0.05224560637643853,236,251,95,115,214,253
2005-11,0.0018559999999999998,0.004075,0.0022189999999999996,0.015948417645244826,-0.006503658853492706,0.01719018612566988,0.02385166157167926,0.012396568814654322,0.012933926141856617,-0.012060988311474395,0.004720225745886761,236,254,95,114,214,255
2005-12,0.0018559999999999998,0.059419,0.057563,-0.03421978925299152,0.049001769793285195,-0.00030732649630407755,0.020863542856322657,0.03739403602691949,0.027380652430381527,0.045546138221802736,0.08768282949372834,234,252,95,114,214,252
2006-01,0.0018559999999999998,0.091074,0.089218,-0.005434888083547626,0.007881278654358281,0.08018754546606631,0.07865288371131032,0.12496615450636499,0.12504460681137186,0.07903808604322284,0.09602855507978977,232,250,95,113,210,246
2006-02,0.0018559999999999998,0.038948,0.03709200000000001,-0.006691042966074076,0.008453666394582244,0.03499643933168204,0.01871176682412218,0.013176379231140463,0.01723976088962946,0.013750799616201934,0.05596715377933553,233,251,92,113,210,248
2006-03,0.0018559999999999998,0.008027,0.006170999999999999,0.01639773344101808,0.03181843757529455,-0.0041310242998908306,0.02023601578220828,0.05717663446106275,0.005794231568504487,0.010170746093681456,0.00812344795814001,231,248,95,115,207,245
2006-04,0.0018559999999999998,0.122823,0.120967,-0.024947570207288952,0.011009484350335871,0.07865674539505574,0.13249287287580488,0.12964749990210828,0.16087449746501573,0.12286261967118509,0.13190271165863496,227,244,92,115,210,244
2006-05,0.0018559999999999998,0.18396,0.18210400000000002,0.08559563449929472,-0.09960239659435549,0.3274802903846306,0.2662351115229566,0.2794724332949174,0.28949750822861503,0.18860285134638813,0.1383005721296173,231,242,93,112,206,243
2006-06,0.0018559999999999998,0.035588,0.033732000000000005,0.043759139808248124,-0.011954066366296312,0.07376631387502161,0.08738410708889403,0.058619178941161164,0.02610122489263736,0.045050728493789896,0.017340227093905182,233,249,95,111,210,245
2006-07,0.0018559999999999998,-0.059138,-0.060994,0.04005610375282742,-0.0149878723299781,-0.010094933284134903,-0.0427989415028133,-0.018481588846604224,-0.05099577201940878,-0.06796314175573025,-0.07258486111689566,216,206,98,94,210,215
2006-08,0.002076,0.028511,0.026435,-0.01030446828061754,-0.007131046999141119,0.030106630090850652,0.03197794141248752,0.01821537513154032,0.04375560032420524,0.026072989867292538,0.041384761285233336,214,202,98,94,207,215
2006-09,0.002076,0.054292,0.052216,-0.00251241975352693,0.00026563597856835153,0.05407099328234617,0.05582075592963408,0.03649661526890974,0.04216696768255575,0.05148603840578616,0.06027261765312889,214,205,98,93,211,218
2006-10,0.002076,0.034256,0.03218,-0.019292916972184618,0.0733571770856129,-0.005058997918590394,-0.007679918791007971,0.022962258805444186,-0.03173599787344332,0.012880991312095068,0.08695709957374792,216,207,99,96,212,216
2006-11,0.002076,0.137328,0.135252,-0.1052660270562478,0.08344340239229087,0.02049867193781352,0.0016055765558739923,0.05336973964800379,0.06170596431512501,0.13384440360579317,0.19572170138951647,217,204,99,97,212,215
2006-12,0.002076,0.239696,0.23762,-0.10165418929220528,0.04836046731762085,0.03825592039643576,0.02771386645208598,0.054615886612844916,0.09472995893037066,0.15572735505840865,0.1750909273492032,213,204,100,96,214,216
2007-01,0.002076,0.089414,0.087338,0.03883398965756163,-0.055374482994734076,0.24884546023703047,0.25560765084006776,0.2528563998574934,0.2743264207334639,0.20691460610491003,0.1595665151235328,210,205,99,95,212,216
2007-02,0.002076,0.054319,0.052243,0.10621163347423732,-0.10189012993943845,0.2554647296502869,0.19060394530218622,0.1711852070311523,0.1779013277289949,0.06231706336266602,0.05840059046925258,207,206,100,96,212,215
2007-03,0.002296,0.113838,0.11154199999999999,0.09642174867076388,-0.057346058286098595,0.25785168480750675,0.18868207194359804,0.16483003733436066,0.12748273819294803,0.08880354078632886,0.10581226909389695,211,208,100,96,212,217
2007-04,0.002296,0.220096,0.21780000000000002,0.05428399484782975,-0.10624712527197544,0.39040651854737507,0.34720246115278647,0.3468472903305921,0.39909504806788526,0.2923492116786618,0.2301600257407173,212,208,99,96,212,217
2007-05,0.002515,0.080643,0.078128,-0.0267868668216244,0.014229966110833991,0.09348861494385712,0.08476457949617829,0.05343760423425953,0.07552242424986631,0.09249560770816993,0.14403336718113188,209,207,98,93,211,217
2007-06,0.002515,-0.071092,-0.073607,-0.06894151641927733,0.07536487733243336,-0.18468441304901723,-0.16751363624507373,-0.12671488325684185,-0.15696884081529727,-0.05091092653519758,-0.06420861594260593,213,207,99,94,213,217
2007-07,0.002734,0.177391,0.174657,0.0842200173992971,-0.03157056602187719,0.27531322843023465,0.2653235688930547,0.2654932685820536,0.2145766447512574,0.17763789640051028,0.1612554725556841,232,231,117,116,233,233
2007-08,0.002952,0.166266,0.163314,-0.0412384456187211,0.030892965904341665,0.10191476496016204,0.10848424875604852,0.11218581266888188,0.11508997467685149,0.16460532978758927,0.16660485877681497,232,232,116,114,231,233
2007-09,0.003169,0.062266,0.059097000000000004,-0.018455900549925727,0.051692535032395515,0.02136630985660133,0.04147893877574807,0.059923944765201256,0.05402518395880699,0.0052590919735227525,0.11885261911499811,224,228,116,113,231,231
2007-10,0.003169,0.049497,0.046328,-0.1274963559389062,0.07104279045400115,-0.11975335493435488,-0.11041620064889344,-0.10536240234653449,-0.08070598522373135,0.08067445201421655,0.04698864309645056,225,225,117,114,228,231
2007-11,0.003169,-0.155029,-0.158198,0.07596694454082234,-0.054607708076139405,-0.03161857107927351,-0.052836162356313186,-0.08291539840651356,-0.1031340339447477,-0.1310843087500331,-0.16105262276978644,226,224,117,111,231,232
2007-12,0.003386,0.095806,0.09242,0.055409756397847426,-0.033535853142152794,0.20580274631857165,0.21274987002610662,0.2008057444521598,0.20406132509514924,0.10708114583089097,0.1419866206772555,227,222,117,110,231,231
2008-01,0.003386,-0.155527,-0.158913,0.07315649451591391,-0.018889962765548565,-0.06107127427934061,-0.04743399096359935,-0.0691279765304419,-0.11797766196311396,-0.13142417811489984,-0.1477008852431098,227,225,114,114,233,229
2008-02,0.003386,0.002863,-0.000523,0.09740843614322985,-0.012090029056766163,0.14347455117743904,0.10354749761990767,0.12751943950750866,0.04296108409903864,0.004618958120690452,0.03473613765543669,228,224,114,113,229,227
2008-03,0.003386,-0.20343,-0.206816,0.012533347411141232,-0.0002493050285432563,-0.173310999546414,-0.1889301946782151,-0.18121707209578083,-0.22103576186216609,-0.14639424732178186,-0.21362829936988575,226,222,115,112,231,226
2008-04,0.003386,0.051723,0.048337,-0.06679731790706366,0.05242425454617438,-0.08654749950646914,-0.04077910458407914,-0.03303487874599326,-0.022021762433002315,0.03273810741878116,0.029314125898870558,226,221,115,112,229,227
2008-05,0.003386,-0.066545,-0.06993100000000001,0.056360600115955416,-0.006409442639193654,0.009739014123692527,-0.027806016093339842,-0.024183292840390478,-0.06766194106243041,-0.0971116347187389,-0.04655851937673471,230,222,115,115,231,225
2008-06,0.003386,-0.208084,-0.21147,-0.024603784358874725,0.017112528134535232,-0.2522805294726589,-0.2536764173681967,-0.25620187920542153,-0.26167680651538144,-0.20314026594072307,-0.2235304005135483,231,227,115,116,232,230
2008-07,0.003386,0.021906,0.01852,0.08535787015923887,-0.021910554573699476,0.11262817508331545,0.11348894834998183,0.11337477208258603,0.06347616199416431,0.0010336671965076346,0.018908455847494746,257,263,132,134,258,258
2008-08,0.003386,-0.152243,-0.155629,-0.02749027317145869,0.08986686845695324,-0.23197505716022257,-0.22390631837216,-0.20914544572991697,-0.27230234478766036,-0.19485543765620358,-0.1153982193040595,254,262,132,134,257,258
2008-09,0.003386,-0.046408,-0.049794,-0.04526368589804592,0.024108795693726523,-0.1058306649494133,-0.0957149823991153,-0.06825368779358133,-0.05486761877226198,-0.03491365413506928,-0.04422700454064089,255,263,132,134,258,256
2008-10,0.002952,-0.250632,-0.25358400000000003,0.0090021707548964,0.011941499834795338,-0.24373686192067082,-0.26219804795915297,-0.2461665930723396,-0.2711026678373406,-0.2632154103634308,-0.24478993701608112,256,263,132,133,257,255
2008-11,0.002076,0.096748,0.094672,0.0807090753570566,-0.061668639963244176,0.20702286277972132,0.21067259626894358,0.216423739922997,0.2094332549449982,0.10586362008025979,0.07669509787523417,255,263,132,132,256,253
