form_year,Stkcd,size_june,size_dec_prev,earnings,ep,size2,ep3,leg_2x3,size5,ep5
2006,600530,1413600.0,1435200.0,31156058.33,21.70851332915273,1,2,SM,3,2
2006,600531,1476901.47,824051.67,86688314.67,105.19766881850988,1,3,SH,3,5
2006,600532,459810.0,444600.0,9459791.28,21.277083400809715,1,1,SL,1,2
2006,600533,2343600.0,1787100.0,148661635.0,83.18596329248503,2,3,BH,4,5
2006,600535,4785150.0,2810100.0,193514199.68,68.86381256183054,2,3,BH,5,5
2006,600536,2005096.77,1407537.97,51531154.42,36.610844977773496,2,2,BM,3,3
2006,600537,855726.48,604989.42,33760596.0,55.803613887991624,1,3,SH,1,4
2006,600538,790181.28,612280.8,17741588.02,28.97622793332732,1,2,SM,1,2
2006,600539,1014300.0,676200.0,9416415.85,13.925489278320024,1,1,SL,2,1
2006,600540,1179000.0,918000.0,23268129.8,25.346546623093683,1,2,SM,2,2
2006,600543,860848.0,617264.0,5155357.48,8.35194905259338,1,1,SL,1,1
2006,600545,611661.32,594001.81,24563576.55,41.352696467372716,1,2,SM,1,3
2006,600546,1653300.0,765600.0,31247348.41,40.81419593782654,2,2,BM,3,3
2006,600547,4620800.0,1939200.0,87445566.84,45.093629764851485,2,2,BM,5,3
2006,600548,5661140.0,5532152.0,485043276.19,87.67714194946198,2,3,BH,5,5
2006,600549,7348800.0,3240000.0,171258578.72,52.85758602469136,2,2,BM,5,4
2006,600550,7986200.0,4062300.0,101411318.23,24.96401502350885,2,2,BM,5,2
2006,600551,533250.0,412500.0,2715782.63,6.583715466666666,1,1,SL,1,1
2006,600553,1155200.0,748600.0,5164078.62,6.898315014694096,1,1,SL,2,1
2006,600555,1349920.0,1262305.0,47797368.86,37.86515054602493,1,2,SM,3,3
2006,600556,1266376.74,1145305.98,79273159.47,69.2157037982112,1,3,SH,2,5
2006,600557,1139238.0,852087.6,48844622.8,57.323475661422606,1,3,SH,2,4
2006,600558,982800.0,595200.0,29255168.55,49.15182888104839,1,2,SM,2,4
2006,600559,876400.0,541800.0,11090453.37,20.46964446290144,1,1,SL,1,2
2006,600560,740515.1,529791.34,15425708.25,29.116573045531474,1,2,SM,1,2
2006,600561,837615.24,696465.0,39224866.81,56.31993970982031,1,3,SH,1,4
2006,600562,417082.9,411196.65,14317341.6,34.818721407385006,1,2,SM,1,3
2006,600563,2225250.0,1838250.0,84919698.83,46.195946595947234,2,2,BM,4,4
2006,600565,1020800.0,657600.0,20510115.61,31.189348555352797,1,2,SM,2,3
2006,600566,498584.52,469881.36,8431859.56,17.9446564128443,1,1,SL,1,2
2006,600567,1390081.28,875655.14,63311099.9,72.30140840605355,1,3,SH,3,5
2006,600569,4863947.29,4238294.32,433086242.46,102.18408863592086,2,3,BH,5,5
2006,600570,966756.0,529380.0,5876909.71,11.101495541954739,1,1,SL,2,1
2006,600571,931917.88,651010.56,15120967.08,23.22691521317258,1,2,SM,2,2
2006,600572,1215592.0,771064.0,43627546.49,56.58096667721487,1,3,SH,2,4
2006,600573,1980000.0,1255000.0,27044286.22,21.549232047808765,2,2,BM,3,2
2006,600575,837316.0,810038.0,39805955.95,49.14085012061163,1,2,SM,1,4
2006,600577,837000.0,660960.0,43768396.45,66.21943302166547,1,3,SH,1,5
2006,600578,2752128.0,2941336.8,133709185.36,45.458644980744815,2,2,BM,4,3
2006,600580,1424465.24,1075331.6,65628169.14,61.030633843551136,1,3,SH,3,4
2006,600581,1756936.79,1868956.25,245175194.69,131.1829502108463,2,3,BH,3,5
2006,600582,4145232.0,1419600.0,105852558.63,74.56505961538461,2,3,BH,5,5
2006,600583,18136800.0,10185120.0,585314901.36,57.46764901739007,2,3,BH,5,4
2006,600584,2384624.8,1699959.52,54860204.71,32.271477093760446,2,2,BM,4,3
2006,600585,11341999.2,7879358.4,406892298.0,51.64028304639626,2,2,BM,5,4
2006,600586,1210576.58,1006610.48,35843344.89,35.60795918794726,1,2,SM,2,3
2006,600587,480592.0,463428.0,15104970.66,32.59399660788731,1,2,SM,1,3
2006,600588,4636569.6,3248640.0,98835041.0,30.423512916174154,2,2,BM,5,3
2006,600589,1269120.0,804480.0,58161737.32,72.29730673229912,1,3,SH,2,5
2006,600590,1825872.81,862177.93,50165772.21,58.18494125684706,2,3,BH,3,4
2006,600591,3168795.0,3741990.0,46038687.9,12.303263210217024,2,1,BL,4,1
2006,600592,1824000.0,1336500.0,69186739.54,51.76710777403667,2,2,BM,3,4
2006,600593,608120.0,453560.0,3062631.87,6.752429380897786,1,1,SL,1,1
2006,600594,1486998.0,1062888.0,69417695.5,65.3104518067755,1,3,SH,3,4
2006,600595,1554669.02,784193.34,54739144.9,69.80312393369726,1,3,SH,3,5
2006,600596,3186198.43,2446307.13,218718844.99,89.40776172695864,2,3,BH,4,5
2006,600597,8283045.85,4594746.19,211123997.0,45.94900093926624,2,2,BM,5,4
2006,600598,7403342.76,7214563.68,497147735.68,68.90891226841316,2,3,BH,5,5
2006,600600,8085997.0,5434208.0,303958060.0,55.934196850764636,2,3,BH,5,4
2006,600601,3881788.11,3105430.49,172068394.75,55.408870140255495,2,3,BH,5,4
2006,600602,2782647.92,2621334.99,10418928.98,3.974665206754059,2,1,BL,4,1
2006,600603,484658.38,397069.52,1928207.11,4.856094494485499,1,1,SL,1,1
2006,600604,1090624.1,1163999.42,5687932.0,4.8865419537752,1,1,SL,2,1
2006,600606,1287204.92,1076877.32,81122453.89,75.33119361265776,1,3,SH,2,5
2006,600607,3037537.4,1940223.18,108050623.92,55.68979127442442,2,3,BH,4,4
2006,600611,3317655.24,2185376.72,211739750.66,96.88935949679193,2,3,BH,4,5
2006,600612,827252.07,785099.09,33493620.45,42.661647270537536,1,2,SM,1,3
2006,600613,1345986.68,656628.76,7780303.35,11.848861676421238,1,1,SL,3,1
2006,600615,842331.87,664840.51,10401069.32,15.644457826434193,1,1,SL,1,2
2006,600616,5746596.55,2741696.83,170150986.44,62.060467290980526,2,3,BH,5,4
2006,600617,631213.61,475206.35,4627601.52,9.738088558791354,1,1,SL,1,1
2006,600618,4032150.72,3880566.1,4105733.6,1.0580243949458816,2,1,BL,5,1
2006,600619,1708717.81,1713544.69,146808229.43,85.67516813932644,2,3,BH,3,5
2006,600620,870751.4,832335.89,5991207.71,7.198064846152435,1,1,SL,1,1
2006,600621,1781879.99,1530320.46,75847923.45,49.563425068498404,2,2,BM,3,4
2006,600622,1468228.56,1151224.67,55005303.99,47.77981694051084,1,2,SM,3,4
2006,600623,4188462.84,5099841.33,129154886.11,25.32527538655796,2,2,BM,5,2
2006,600624,1335749.99,1096064.84,19518716.34,17.80799422413732,1,1,SL,3,2
2006,600626,1486774.96,1482040.01,78014794.95,52.64014090280869,1,2,SM,3,4
2006,600627,8696640.41,5236631.0,429322754.08,81.98453434660567,2,3,BH,5,5
2006,600628,4064796.16,2964202.89,114634789.06,38.673057585474524,2,2,BM,5,3
2006,600630,1521004.52,1193861.09,13138830.8,11.005326256172735,1,1,SL,3,1
2006,600631,8841249.18,5923526.85,199409192.83,33.66392993221598,2,2,BM,5,3
2006,600634,537196.86,414234.59,6927838.86,16.724433514835155,1,1,SL,1,2
2006,600635,3249125.5,2087506.33,36231631.08,17.356417347965596,2,1,BL,4,2
2006,600636,2566329.04,2498583.21,113597962.24,45.46495061095043,2,2,BM,4,3
2006,600637,2880567.77,3580121.12,11813314.69,3.2996969359517085,2,1,BL,4,1
2006,600638,2962945.86,2340053.83,70094188.36,29.954092278296006,2,2,BM,4,3
2006,600639,4232400.32,3671264.03,189586537.9,51.640670992546404,2,2,BM,5,4
2006,600640,2420268.26,1721882.4,2855633.01,1.658436725992437,2,1,BL,4,1
2006,600642,17742338.36,14900559.36,1342900890.68,90.12419320881119,2,3,BH,5,5
2006,600644,1343923.73,897611.4,40057082.33,44.62630747559578,1,2,SM,3,3
2006,600647,404051.46,454357.21,1658619.64,3.6504750084190363,1,1,SL,1,1
2006,600649,10665675.78,10006137.52,377114613.0,37.68833001207843,2,2,BM,5,3
2006,600650,3112763.8,3311949.44,250951955.88,75.77167478740255,2,3,BH,4,5
2006,600651,4743862.74,3033628.96,36477449.57,12.024360938985762,2,1,BL,5,1
2006,600652,1546363.76,1265914.92,38611548.1,30.50090293587819,1,2,SM,3,3
2006,600654,1955561.77,1585590.62,35171453.11,22.181925565377018,2,2,BM,3,2
2006,600655,4774321.25,2536067.33,106905597.84,42.15408501792419,2,2,BM,5,3
2006,600658,517771.8,554516.75,1814952.19,3.273034024671031,1,1,SL,1,1
2006,600660,8132124.51,5277868.98,391718491.0,74.21906312649693,2,3,BH,5,5
2006,600661,1462358.87,1453675.03,16793672.83,11.552563319464872,1,1,SL,3,1
2006,600662,3266672.05,2459391.03,107149247.18,43.56738959887969,2,2,BM,4,3
2006,600663,9791785.64,8392959.12,569966625.03,67.91009188544696,2,3,BH,5,5
2006,600664,9451661.65,5949206.22,456151984.99,76.67442817102413,2,3,BH,5,5
2006,600665,2750790.03,1857863.42,67072897.67,36.10216819382773,2,2,BM,4,3
2006,600666,610051.19,583268.45,15149695.06,25.973794845238075,1,2,SM,1,2
2006,600667,1106452.14,715505.72,18103736.33,25.302014818274266,1,2,SM,2,2
2006,600668,1156121.66,774188.61,4084856.27,5.276306338322389,1,1,SL,2,1
2006,600671,680742.53,421354.05,3671008.54,8.712408341630987,1,1,SL,1,1
2006,600674,2124146.55,1417385.06,58147128.75,41.024228624224385,2,2,BM,4,3
2006,600675,3424504.53,2873515.0,354426992.94,123.34266323300905,2,3,BH,4,5
2006,600676,1581651.93,861705.47,75604975.28,87.73876679696602,1,3,SH,3,5
2006,600677,2935551.2,1030704.64,11785671.77,11.434577193714777,2,1,BL,4,1
2006,600678,858515.4,549077.6,13529169.06,24.63981240538678,1,2,SM,1,2
2006,600679,715337.27,1684876.68,7328599.79,4.3496357193334765,1,1,SL,1,1
2006,600680,1837278.44,1201436.0,7067018.5,5.8821431187345805,2,1,BL,3,1
2006,600682,2260644.63,1678217.86,30840967.82,18.377213444743102,2,1,BL,4,2
2006,600683,1137738.79,745208.95,49044561.24,65.81316721974422,1,3,SH,2,5
2006,600684,864121.97,566729.34,18196600.94,32.1080975620567,1,2,SM,1,3
2006,600685,2995042.67,1271544.02,98193259.73,77.22364164002754,2,3,BH,4,5
2006,600686,2330189.05,1325778.93,103101843.8,77.76699528631067,2,3,BH,4,5
2006,600687,564654.11,526899.9,8506205.79,16.143874367787884,1,1,SL,1,2
2006,600688,30291400.0,20356600.0,1704627000.0,83.73829617912618,2,3,BH,5,5
2006,600689,593596.16,500751.63,7306054.71,14.590176591137606,1,1,SL,1,2
2006,600690,5599490.94,4905536.84,239126624.02,48.746270147264866,2,2,BM,5,4
2006,600692,983142.24,665519.06,23754533.96,35.6932436465456,1,2,SM,2,3
2006,600693,1313486.47,555756.63,31462100.47,56.61129129489647,1,3,SH,2,4
2006,600694,12145264.11,5063708.66,243950107.04,48.17617351627018,2,2,BM,5,4
2006,600696,899093.05,681131.1,4229007.52,6.208801095706832,1,1,SL,1,1
2006,600697,1299807.42,829089.41,49365625.91,59.54198101505119,1,3,SH,2,4
2006,600698,2262543.19,1134980.68,5276898.1,4.649328568306554,2,1,BL,4,1
2006,600701,1361182.07,865322.88,15313787.91,17.697195190308616,1,1,SL,3,2
2006,600702,1629159.0,1298605.0,14676869.67,11.302027691253306,2,1,BL,3,1
2006,600704,1401572.73,1210449.18,55327905.38,45.70857355614054,1,2,SM,3,4
2006,600708,1838046.71,1299124.28,142955474.83,110.03987611562461,2,3,BH,3,5
2006,600710,1451999.99,709500.0,5844660.27,8.23771708245243,1,1,SL,3,1
2006,600712,747954.24,468737.28,5867297.21,12.517240382501685,1,1,SL,1,1
2006,600713,1297661.58,808124.58,18354457.44,22.712410801809792,1,2,SM,2,2
2006,600717,12170259.71,7200737.0,719262727.28,99.88737642827394,2,3,BH,5,5
2006,600718,3368976.73,2203766.73,58249049.0,26.431585615234333,2,2,BM,4,2
2006,600719,1094441.92,736371.27,11227271.51,15.246753869145383,1,1,SL,2,2
2006,600720,1306477.7,756173.45,5860030.96,7.749585706824274,1,1,SL,2,1
2006,600723,1970743.76,1216862.57,4929260.61,4.050794832155944,2,1,BL,3,1
2006,600724,2623455.8,2612524.73,22696994.46,8.687762530768465,2,1,BL,4,1
2006,600725,836550.0,729300.0,53733374.53,73.67801251885369,1,3,SH,1,5
2006,600726,2922437.8,2173780.31,121022187.39,55.67360548499954,2,3,BH,4,4
2006,600727,2173389.0,1475477.0,3160573.69,2.142069100365509,2,1,BL,4,1
2006,600729,2054280.0,1387200.0,77318991.8,55.73745083621684,2,3,BH,4,4
2006,600730,1019314.8,960649.2,34717754.36,36.139887859168574,1,2,SM,2,3
2006,600731,727932.04,725368.9,7703984.22,10.620780984682414,1,1,SL,1,1
2006,600732,942364.28,915085.31,64535442.52,70.5239629734631,1,3,SH,2,5
2006,600733,922726.62,671792.4,2637204.33,3.9256239427537434,1,1,SL,2,1
2006,600736,2186706.6,2333097.0,143041015.89,61.30950230101877,2,3,BH,4,4
2006,600738,785701.01,520361.56,4192297.01,8.056507882711397,1,1,SL,1,1
2006,600739,5921563.19,1744568.28,86919276.51,49.82280000528269,2,2,BM,5,4
2006,600740,1665398.5,1290126.0,103640129.55,80.3333391854749,2,3,BH,3,5
2006,600741,2916806.37,2468793.04,132728619.48,53.76255414265102,2,2,BM,4,4
2006,600743,1060392.0,556784.0,1974302.12,3.5459031150320413,1,1,SL,2,1
2006,600746,1136823.59,704769.34,7908563.04,11.221491332185366,1,1,SL,2,1
2006,600748,3601630.27,2138651.58,130605844.2,61.06924822228406,2,3,BH,4,4
2006,600749,888000.0,576000.0,14621356.09,25.38429876736111,1,2,SM,1,2
2006,600750,1493264.64,889822.08,53629439.51,60.26984575388374,1,3,SH,3,4
2006,600751,972337.83,722218.77,58816344.89,81.43840527711569,1,3,SH,2,5
2006,600754,4060945.92,3533201.85,192634878.0,54.52133395662068,2,3,BH,5,4
2006,600755,2867192.62,1497787.19,138430817.67,92.42355562541564,2,3,BH,4,5
2006,600756,1328695.37,1436477.65,29502790.46,20.538287149820956,1,1,SL,2,2
2006,600758,688544.91,464887.63,26993389.29,58.06433113739765,1,3,SH,1,4
2006,600760,548739.41,499589.95,1457838.12,2.9180693486728466,1,1,SL,1,1
2006,600761,4518369.9,1691319.17,144797605.0,85.61222953559972,2,3,BH,5,5
2006,600763,652502.4,492182.4,3299141.97,6.7030880624744,1,1,SL,1,1
2006,600764,2235548.95,1309016.13,35079229.3,26.798164282360677,2,2,BM,4,2
2006,600765,737252.48,486320.16,9041818.84,18.592317538306453,1,1,SL,1,2
2006,600767,1224226.55,699070.87,8801039.24,12.589623767329913,1,1,SL,2,1
2006,600768,1243848.96,798470.78,10753011.31,13.467006657400788,1,1,SL,2,1
2006,600769,1817331.36,997613.76,6489476.35,6.504998838428211,2,1,BL,3,1
2006,600770,2546100.0,2381400.0,23380706.65,9.81805099941211,2,1,BL,4,1
2006,600771,1681982.64,921352.71,35305183.0,38.318857281051464,2,2,BM,3,3
2006,600774,801955.68,557550.14,27869342.11,49.98535577446003,1,2,SM,1,4
2006,600775,3184345.65,2056814.7,89700521.97,43.61137732533709,2,2,BM,4,3
2006,600777,1652904.38,995114.71,42352927.56,42.5608496532023,2,2,BM,3,3
2006,600778,965623.19,797417.86,10318908.36,12.940402864816697,1,1,SL,2,1
2006,600779,3571269.05,2012808.28,77807051.75,38.655967646357254,2,2,BM,4,3
2006,600780,2706117.03,2033952.48,129869468.62,63.850788008577275,2,3,BH,4,4
2006,600782,998949.33,676271.31,31585992.37,46.70609547224471,1,2,SM,2,4
2006,600783,718090.1,675611.53,15280746.28,22.617651714736127,1,2,SM,1,2
2006,600784,759819.03,578555.01,21296864.03,36.81043921821713,1,2,SM,1,3
2006,600785,1229565.38,765520.2,39865111.11,52.075844778491806,1,2,SM,2,4
2006,600786,10027352.8,5290652.92,808417822.4,152.80114470257104,2,3,BH,5,5
2006,600787,3531656.58,2333748.53,63992364.99,27.420420052712366,2,2,BM,4,2
2006,600789,1655251.94,1070560.96,4976569.8,4.648562749756913,2,1,BL,3,1
2006,600790,2089857.06,1022616.89,11160145.97,10.913320598489236,2,1,BL,4,1
2006,600791,666666.0,567567.0,18187558.84,32.04477857239762,1,2,SM,1,3
2006,600792,756087.75,609666.75,17466753.89,28.649674416392234,1,2,SM,1,2
2006,600793,697086.0,442260.0,5544850.25,12.53753504725727,1,1,SL,1,1
2006,600795,18620203.27,14138587.87,929699950.57,65.75620982224727,2,3,BH,5,5
2006,600796,1328909.45,1603965.03,28467660.04,17.7483046746973,1,1,SL,3,2
2006,600797,2910695.71,2057000.04,90662351.35,44.0750362600868,2,2,BM,4,3
2006,600798,1806918.75,1755731.25,94665553.01,53.918020203832455,2,2,BM,3,4
2006,600801,1004484.0,780900.0,62073249.69,79.48937084133692,1,3,SH,2,5
2006,600802,1075619.69,695989.21,2317718.62,3.330107114735299,1,1,SL,2,1
2006,600803,919764.93,484709.02,20420620.66,42.129648546668264,1,2,SM,2,3
2006,600804,668182.18,314850.24,2416199.45,7.67412294175161,1,1,SL,1,1
2006,600805,2023601.65,1270887.29,21350641.77,16.799791718744782,2,1,BL,3,2
2006,600806,1296053.28,657027.01,18321052.33,27.884778024574665,1,2,SM,2,2
2006,600808,13553201.9,12892070.1,2847619960.0,220.8815138229818,2,3,BH,5,5
2006,600809,7519892.19,3476380.79,132293451.17,38.05493677520868,2,2,BM,5,3
2006,600810,2096407.2,2367050.4,39047540.78,16.49628617117743,2,1,BL,4,2
2006,600811,5380341.02,2811417.63,96113003.12,34.18666870919495,2,2,BM,5,3
2006,600814,1582953.41,956602.79,13070584.54,13.663544238669845,1,1,SL,3,1
2006,600815,1892032.09,1114546.22,33281484.25,29.861017562824806,2,2,BM,3,3
2006,600816,2029870.71,1112568.96,5768544.13,5.1848868136677115,2,1,BL,4,1
2006,600817,1546024.07,910008.4,49276638.18,54.149652003212275,1,2,SM,3,4
2006,600818,1419881.08,1132758.32,35019286.98,30.91505607303771,1,2,SM,3,3
2006,600819,2300062.84,1973812.79,125322884.73,63.49279190251878,2,3,BH,4,4
2006,600821,1456754.37,786881.38,11145739.15,14.16444642520325,1,1,SL,3,2
2006,600823,1815895.89,1308721.84,78426157.99,59.92576542468336,2,3,BH,3,4
2006,600824,2385756.81,1413638.37,74197518.55,52.48691611985602,2,2,BM,4,4
2006,600826,1233884.04,1065627.13,18232931.27,17.110047930179856,1,1,SL,2,2
2006,600829,4291175.62,2358213.63,145126720.1,61.540955515552675,2,3,BH,5,4
2006,600830,1255802.66,866976.73,29745020.46,34.30890291599868,1,2,SM,2,3
2006,600831,2292733.23,1066498.97,17749090.44,16.642388731045845,2,1,BL,4,2
2006,600832,19746424.06,11886384.04,355913894.38,29.942991340535556,2,2,BM,5,3
2006,600833,811078.22,597552.72,14205413.11,23.772652411321967,1,2,SM,1,2
2006,600834,2854743.79,2568314.65,104508728.04,40.691559361700484,2,2,BM,4,3
2006,600835,5316207.51,2500163.33,159443460.79,63.77321788412919,2,3,BH,5,4
2006,600836,887183.46,438956.44,20491776.49,46.68293849385146,1,2,SM,1,4
2006,600837,2364601.21,1609472.15,138132236.86,85.82455860450895,2,3,BH,4,5
2006,600839,6852543.22,8202361.29,285036668.99,34.750562540753435,2,2,BM,5,3
2006,600840,1417079.23,567390.7,41722930.54,73.53474517647187,1,3,SH,3,5
2006,600841,2011682.9,1832632.59,5878366.07,3.2076075161361177,2,1,BL,3,1
2006,600845,2209414.81,1897517.92,65186083.73,34.353342881736786,2,2,BM,4,3
2006,600846,962190.47,973314.06,28378980.06,29.15706371281639,1,2,SM,2,2
2006,600848,1335086.15,879345.58,5538330.06,6.298240630265066,1,1,SL,3,1
2006,600849,2608709.05,1854554.98,50523253.16,27.24279069903875,2,2,BM,4,2
2006,600850,702939.47,660181.59,5630945.29,8.529388542931045,1,1,SL,1,1
2006,600851,3137158.53,2710826.73,57775248.57,21.312778102199104,2,1,BL,4,2
2006,600853,1597200.0,1134012.0,8944575.06,7.887548861916805,1,1,SL,3,1
2006,600855,2841184.84,1330222.8,26169652.27,19.673134658344452,2,1,BL,4,2
2006,600856,730950.85,487909.69,4246768.64,8.704005530203755,1,1,SL,1,1
2006,600857,813394.48,578798.44,4175746.99,7.214509752306866,1,1,SL,1,1
2006,600858,1941547.52,934369.74,46177082.63,49.420567312036454,2,2,BM,3,4
2006,600859,5089000.69,2243875.98,26947672.93,12.009430632614553,2,1,BL,5,1
2006,600860,1226820.0,1159200.0,48790356.05,42.08967913216011,1,2,SM,2,3
2006,600861,1957854.58,1533693.22,43072475.66,28.084153400639014,2,2,BM,3,2
2006,600863,5844599.0,5923847.8,67969697.84,11.473910224364644,2,1,BL,5,1
2006,600864,946600.22,859179.71,1847057.9,2.149792271048859,1,1,SL,2,1
2006,600865,2510965.84,1526537.77,28553363.15,18.7046555356439,2,1,BL,4,2
2006,600866,1318389.4,974461.73,12979257.4,13.319412143563607,1,1,SL,2,1
2006,600867,1941735.46,1125990.83,16195753.03,14.383556773726122,2,1,BL,3,2
2006,600868,3579730.06,2318544.02,1345618.92,0.5803723838721854,2,1,BL,4,1
2006,600869,598800.0,495600.0,9451707.79,19.071242514124293,1,1,SL,1,2
2006,600870,1972755.56,1490691.23,62315265.56,41.80293296553439,2,2,BM,3,3
2006,600872,2353700.8,1129640.43,27153509.94,24.037303569242827,2,2,BM,4,2
2006,600873,485982.35,342027.67,6639123.88,19.411072443349394,1,1,SL,1,2
2006,600874,4041893.25,3675341.4,175857000.0,47.847799934993795,2,2,BM,5,4
2006,600875,4779600.0,3474800.0,528056690.71,151.96750624784158,2,3,BH,5,5
2006,600876,1417500.0,1161000.0,4953000.0,4.2661498708010335,1,1,SL,3,1
2006,600877,1682241.48,1118335.18,8682683.67,7.763936810071557,2,1,BL,3,1
2006,600879,6628768.22,3845407.77,174059501.84,45.26425082872291,2,2,BM,5,3
2006,600880,2722845.93,2197959.96,75920904.08,34.54153190306524,2,2,BM,4,3
2006,600881,3656123.05,2007939.43,65371109.91,32.55631566037826,2,2,BM,4,3
2006,600882,589141.53,486924.55,10772527.61,22.123607466495578,1,2,SM,1,2
2006,600883,1502204.4,838301.4,4942375.72,5.895702571891207,1,1,SL,3,1
2006,600884,2641818.53,1479089.69,75141210.16,50.8023351579173,2,2,BM,4,4
2006,600885,863217.43,795717.72,1652503.09,2.0767453689481745,1,1,SL,1,1
2006,600886,3397854.66,3127378.67,379532697.28,121.35808845943174,2,3,BH,4,5
2006,600887,11770346.38,5767245.92,293386132.45,50.871098011024294,2,2,BM,5,4
2006,600888,3291656.03,902585.97,58508512.15,64.82320143974762,2,3,BH,4,4
2006,600889,901434.45,562184.93,19038761.89,33.86565678663781,1,2,SM,1,3
2006,600892,393900.0,172710.0,1076466.83,6.2327996641769445,1,1,SL,1,1
2006,600893,1609139.43,1167507.0,2209694.98,1.892661011882584,1,1,SL,3,1
2006,600895,5458353.81,3817200.66,174697307.12,45.76581706867881,2,2,BM,5,4
2006,600896,1685815.74,1310376.93,111526973.46,85.11060512947218,2,3,BH,3,5
2006,600897,3264300.0,2227500.0,92948812.58,41.72786198877665,2,2,BM,4,3
2006,600898,910142.72,658170.03,23705000.31,36.01652951289805,1,2,SM,2,3
2006,600900,56079152.56,56652224.19,3338671448.97,58.932751479849706,2,3,BH,5,4
2006,600960,643695.57,597019.5,8878967.9,14.872157274594883,1,1,SL,1,2
2006,600961,3612019.37,1141312.63,73694060.3,64.56956522070557,2,3,BH,4,4
2006,600962,925650.0,716100.0,34124256.27,47.65292036028488,1,2,SM,2,4
2006,600963,1829244.49,1033334.28,95667734.99,92.58159420589433,2,3,BH,3,5
2006,600965,1179081.66,676155.83,10154439.22,15.017897900843362,1,1,SL,2,2
2006,600966,1617408.0,1136160.0,127222379.06,111.9757596289255,1,3,SH,3,5
2006,600969,1253195.49,1078673.3,43264027.35,40.1085549721125,1,2,SM,2,3
2006,600970,4509120.0,2600640.0,92065959.82,35.40127038728928,2,2,BM,5,3
2006,600971,1789800.0,1806756.0,202539085.25,112.10096175133776,2,3,BH,3,5
2006,600973,1074840.0,766800.0,48532393.91,63.29211516692749,1,3,SH,2,4
2006,600975,880352.78,572880.31,27056420.29,47.22874886378971,1,2,SM,1,4
2006,600976,969479.15,859799.15,20020967.63,23.285633197008856,1,2,SM,2,2
2006,600978,2355456.25,1507974.56,104298305.6,69.16449943293472,2,3,BH,4,5
2006,600979,1161151.31,739965.56,30408185.14,41.094054620596125,1,2,SM,2,3
2006,600980,796900.0,715000.0,17034057.6,23.823856783216787,1,2,SM,1,2
2006,600981,789552.4,697196.5,40579062.25,58.20319271539659,1,3,SH,1,4
2006,600982,697200.0,658560.0,22503331.44,34.17051056851312,1,2,SM,1,3
2006,600983,1142190.0,922410.0,39109963.34,42.399760778829375,1,2,SM,2,3
2006,600985,478800.0,483300.0,9034809.86,18.693999296503208,1,1,SL,1,2
2006,600986,677524.2,648188.1,15684089.07,24.196817359035133,1,2,SM,1,2
2006,600987,1133784.0,1017450.0,32913493.01,32.34900290923387,1,2,SM,2,3
2006,600990,768516.0,492744.0,18297778.62,37.1344524134236,1,2,SM,1,3
2006,600992,1005944.4,685422.9,43241934.01,63.087962205523034,1,3,SH,2,4
2006,600993,1752051.9,1231143.94,60060146.49,48.784016668270326,2,2,BM,3,4
2006,600995,1718123.4,1164681.0,77131737.79,66.22563413501209,2,3,BH,3,5
2006,600997,4175328.0,3357440.0,398772972.83,118.77292604782214,2,3,BH,5,5
2006,601607,2608709.05,1854554.98,50523253.16,27.24279069903875,2,2,BM,4,2
2007,000001,57427589.65,28156046.5,1302906538.0,46.27448452324441,2,3,BH,5,4
2007,000002,109614978.32,59011689.87,2154639315.18,36.51207616535927,2,2,BM,5,4
2007,000004,531572.41,344304.4,619804.46,1.8001642151537998,1,1,SL,1,1
2007,000006,6314431.61,3400663.77,216253765.84,63.59163400620462,2,3,BH,4,5
2007,000009,11122196.49,4055766.48,100265051.74,24.721603730005675,2,2,BM,5,3
2007,000010,1262879.88,789483.7,7204444.98,9.125514535638926,1,1,SL,1,1
2007,000012,7477203.98,6235727.36,332111553.0,53.259473005567706,2,3,BH,4,5
2007,000014,2014362.47,972219.0,31022151.21,31.908604141659442,1,2,SM,2,3
2007,000016,3153272.76,1660457.55,102638435.58,61.81334511080997,1,3,SH,3,5
2007,000018,631230.47,506579.9,30057907.0,59.33497756227596,1,3,SH,1,5
2007,000021,12726633.0,7326389.28,341185208.41,46.56935297464838,2,3,BH,5,4
2007,000022,12295766.54,8511738.57,613964828.0,72.1315419817928,2,3,BH,5,5
2007,000023,1265456.91,656317.02,32488942.43,49.50190447598022,1,3,SH,1,4
2007,000024,26391984.0,11146123.31,567912385.0,50.95156129221039,2,3,BH,5,5
2007,000026,3063607.9,1270136.69,29263221.63,23.039427063554868,1,2,SM,3,2
2007,000027,27320693.94,10016786.12,800110239.89,79.87694159631313,2,3,BH,5,5
2007,000028,2423610.88,1714488.93,72555229.24,42.31886713902551,1,3,SH,2,4
2007,000029,6277286.4,4369134.0,19259485.35,4.408078431561037,2,1,BL,4,1
2007,000031,15821639.64,6448961.87,174428317.23,27.047503264273445,2,2,BM,5,3
2007,000032,1439877.71,925635.67,41318145.75,44.63759024109345,1,3,SH,1,4
2007,000034,2445555.68,746734.56,2955737.8,3.958217495652002,1,1,SL,2,1
2007,000036,7642436.44,5214838.98,192908096.23,36.99214816983668,2,2,BM,4,4
2007,000037,2578351.46,1833842.68,63466109.28,34.60826273276615,1,2,SM,2,4
2007,000039,36119763.69,19341074.01,2771723086.05,143.3076097334059,2,3,BH,5,5
2007,000040,3179147.07,1404084.16,12202259.46,8.69054705381763,1,1,SL,3,1
