factor,n_months,mean_monthly_pct,std_monthly_pct,nw12_tstat_mean,sharpe_monthly,autocorr1,annualized_mean_pct,annualized_vol_pct
MKT_RF,402,0.6741017412935331,10.626915777968778,1.3374168359799707,0.06343343218086371,-0.0024269432974369366,8.089220895522397,36.812716110394526
SMB,366,0.7949160313388772,4.1682207777311175,3.410627675687632,0.19070871571528722,0.0546607612476048,9.538992376066528,14.439140328389113
HML_EP,366,0.44402841424259964,3.8970385619153016,1.8022199893713162,0.11393995907096445,0.1955119755868766,5.328340970911196,13.499737576584907
