portfolio,n_months,avg_monthly_return_pct,std_monthly_pct,nw12_tstat_mean,avg_n_stocks
SL,213,2.0082915634976737,16.537383084935577,1.9835978316818692,119.83098591549296
SM,213,2.3280851813031624,14.95702958458725,2.4010875839275094,171.6056338028169
SH,213,2.659190326607442,15.152529336964978,2.5588866460258815,113.69953051643192
BL,213,0.9505301119801612,13.427297003622288,1.05427850732025,123.2018779342723
BM,213,1.1493087030796783,11.78519509267146,1.283470254204636,153.38967136150234
BH,213,1.598020107600857,12.754216917456729,1.5831098045062402,129.71361502347418
