factor,n_months,mean_monthly_pct,std_monthly_pct,nw12_tstat_mean,sharpe_monthly,autocorr1,annualized_mean_pct,annualized_vol_pct
MKT_RF,213,0.9655967136150239,13.478370009453467,1.1091208020479413,0.0716404663870908,-0.022915116047143514,11.587160563380285,46.69044331917202
SMB,213,1.0992360495825282,6.248476967307227,2.7053275417902642,0.17592063719428935,-0.01621196650340165,13.190832594990336,21.645359154600026
HML,213,0.649194379365233,5.84682883488663,1.5796328547044265,0.1110335872142597,-0.10273832317977127,7.790332552382797,20.25400921036477
