factor,mean_monthly_pct,nw12_tstat,signif,n_months
MKT_RF,0.9655967136150239,1.1091208020479413,,213
SMB,1.0992360495825282,2.7053275417902642,***,213
HML,0.649194379365233,1.5796328547044265,,213
