model,coef,avg_slope,n_months,nw12_tstat,signif,avg_n_stocks
DT_FM_chars_and_loadings,intercept,0.06793485075202069,378,2.7054781674206634,***,1479.4417989417989
DT_FM_chars_and_loadings,ln_size,-0.00512151241715797,378,-3.695221537165675,***,1479.4417989417989
DT_FM_chars_and_loadings,ln_be_me,0.003953478715373448,378,2.2427527709314496,**,1479.4417989417989
DT_FM_chars_and_loadings,beta_smb,-0.00028779019556968394,378,-0.19609669672420432,,1479.4417989417989
DT_FM_chars_and_loadings,beta_hml,0.00036548580752902534,378,0.44808333081619434,,1479.4417989417989
