portfolio,size_quintile,bm_quintile,alpha_pct,beta_mkt,beta_smb,beta_hml,nw12_t_alpha,nw12_t_mkt,nw12_t_smb,nw12_t_hml,r2,n_months
S1B1,1,1,0.16339303951351797,0.9844729093514276,1.1919617529369064,-0.033286311113357114,0.9743733142606482,31.258997435721007,23.022754036402127,-0.5363023566666972,0.9337978912258217,280
S1B2,1,2,0.42292664034730454,0.9705579535234234,1.1971284700823799,-0.21470480882462284,3.6943558833273777,40.82318340415599,25.241589511465598,-1.9870796509425026,0.9547148843655504,280
S1B3,1,3,0.6331753575508757,0.9664351031374894,1.1578628727860094,-0.12303456572534377,4.143009613782179,31.89783790519402,28.269064349849273,-1.7455367948015028,0.9528735097010745,280
S1B4,1,4,0.6343532777697366,0.9951990923659291,1.1326303529966473,0.11025154370754942,3.6182230969501705,50.89877592600143,22.702999405795303,1.3614987026742849,0.9193805286104506,280
S1B5,1,5,0.5524190132263204,1.0255209774277232,1.0603513692638464,0.31080408379269686,2.7904037352235456,29.017951503773247,21.450961614014467,4.748762656680026,0.9268051351480785,280
S2B1,2,1,-0.15747357151421823,0.9970259881534967,0.9831166832687437,-0.24365200587807656,-0.980110003298652,46.53247326216443,16.379852549439207,-2.9985872420125803,0.9287602787259712,280
S2B2,2,2,0.24357047218781036,1.0341131658331402,0.9915012411897287,-0.21924879351145388,2.275881101581457,37.410774272899445,19.394821333255067,-2.9682955938157645,0.9568266542105558,280
S2B3,2,3,0.2387278316277109,0.9903594189038215,0.9904469947847916,-0.07316791914934351,2.4963665247995035,72.94618162488939,19.487978831798507,-1.1285306826055697,0.9672188067790108,280
S2B4,2,4,0.26719219340720385,1.0193920898839879,0.9467359297204798,-0.03322574502060782,2.377933760739697,49.1591899684033,18.352049967494853,-0.41119928067307204,0.9534856813016952,280
S2B5,2,5,0.041529140749969225,1.0325387318970936,0.984210299024085,0.4068073488735696,0.3393615823255503,35.3550679795428,21.465053805064592,7.375040335436538,0.9599958845042464,280
S3B1,3,1,-0.12368878064960044,0.9612719520177018,0.8580170932518081,-0.4898040130273392,-1.0230669053497403,34.20666430160737,10.487665760118901,-6.166827856106812,0.9372215570868141,280
S3B2,3,2,-0.05004368256702396,1.0162176107212266,0.7850696703368267,-0.37234832543768537,-0.33971782835641506,57.435745418968196,12.83915981049834,-5.601798966442138,0.9487992162557464,280
S3B3,3,3,0.039087440290915945,1.018306303548814,0.8016534807824873,-0.21335217566221087,0.3254031005115237,56.80370132465711,13.426482458385413,-2.1024574592604366,0.9380305162529213,280
S3B4,3,4,0.008820886138397608,1.0497894131991308,0.7979813956226167,0.10129379042428399,0.07726084026614213,44.14539401642869,9.18391732398219,1.1749246328032423,0.9508680194566802,280
S3B5,3,5,0.16606992842602541,1.0597333268821871,0.7124644156421444,0.4623743028992,1.2955954201997069,47.579834770378106,11.167066588214299,7.2281775369317165,0.9486697902209996,280
S4B1,4,1,-0.12571411500372776,0.967727499579813,0.5749257233809212,-0.6009241077156475,-0.7118245099441283,32.97257030451221,6.655972963371831,-6.12001163728248,0.8985612091484961,280
S4B2,4,2,0.0450952670546068,1.0069600630751194,0.546261473913223,-0.397294214437249,0.3184971280463971,48.342107615869814,6.764976938169067,-4.748540162228157,0.9275437423293454,280
S4B3,4,3,-0.008613190018290015,1.0484219197063651,0.574472056006605,-0.191067976466621,-0.05677108620993899,52.03403347111098,7.487178591527639,-2.3566218650663457,0.9177433215099187,280
S4B4,4,4,-0.011401564629707713,1.0818839249120458,0.5815473889377194,0.08979964705200472,-0.08330913679695137,34.80278151116078,6.623816497374261,0.938177241031121,0.9225359001429316,280
S4B5,4,5,0.04758393093143718,1.0866486649743252,0.5337091989138031,0.4313091219989289,0.43647749869786934,36.40509489184605,7.839412327339148,6.884356317010996,0.9372081654429136,280
S5B1,5,1,0.10818356656616987,1.0007492706667729,-0.12581353159065622,-0.7402006824125609,0.620886781233509,33.84561255100207,-1.5238758315194516,-8.54546888190573,0.9171265189173681,280
S5B2,5,2,0.48161057020489567,1.0224473592708758,-0.21216855990807298,-0.41416807297239505,3.6585192975019636,31.689119014742865,-4.176531089103959,-10.27751741288698,0.9260564295126714,280
S5B3,5,3,0.15111037321027498,1.0622205682963646,-0.20894317240595978,-0.147770518137987,0.8203775271662018,39.815239164423176,-4.796227461365474,-3.8375896048922153,0.9037562302103365,280
S5B4,5,4,-0.046500626242906656,1.0650318908784957,-0.10381797192211728,0.3213177176101868,-0.4692193128897389,39.842253733059444,-1.5494352418242043,3.891365926030802,0.9262047950778878,280
S5B5,5,5,0.27481097403006,0.9503376207817407,-0.11274887041162232,0.8363255154107598,2.2017283180324285,33.29447094696705,-2.4262032194525567,14.648330912785772,0.9343706388387117,280
