portfolio,n_months,avg_monthly_return_pct,std_monthly_pct,nw12_tstat_mean,avg_n_stocks
SL,280,1.3886762290937926,9.683466967043945,1.848865034905706,254.05448717948718
SM,280,1.6443053716651093,9.459023481255578,2.308235541126152,371.71153846153845
SH,280,1.582978536561076,9.301111627539502,2.239301496155915,226.7051282051282
BL,280,0.6467608609794884,7.849713657963804,1.0840825093542867,256.29487179487177
BM,280,0.6744039497578456,7.778822214788711,1.1758707861194133,313.59615384615387
BH,280,0.7740670550616885,7.299013082470081,1.332250029776595,288.45512820512823
