Trdmnt,SL,SM,SH,BL,BM,BH,N_SL,N_SM,N_SH,N_BL,N_BM,N_BH
2000-01,,,,,,,0,0,0,0,0,0
2000-02,,,,,,,0,0,0,0,0,0
2000-03,,,,,,,0,0,0,0,0,0
2000-04,,,,,,,0,0,0,0,0,0
2000-05,,,,,,,0,0,0,0,0,0
2000-06,,,,,,,0,0,0,0,0,0
2000-07,0.05644690000610842,0.04941485195467897,0.08170554632896145,0.01359105223463163,0.03933010211459103,0.06571870804254605,141,189,122,131,172,149
2000-08,0.03896244661514556,0.01811542083650376,0.0081220574751025,-0.01892289268262192,-0.01333830652653382,-0.023221371726435094,141,189,122,131,172,149
2000-09,-0.005428846206973168,-0.016802788728125614,-0.048065978634308906,-0.04401383695336879,-0.06507135084575723,-0.06458872129015537,141,189,122,131,172,149
2000-10,0.03143184472630492,0.05226230723691953,0.06402686547925548,-0.0008687118234507526,0.015870964245282955,0.02582454334561683,141,189,122,131,172,149
2000-11,0.058854474493968315,0.07230584057866349,0.06396782134479305,0.04388207332716497,0.06445177772702786,0.05915597329523199,141,189,122,131,172,149
2001-00,,,,,,,0,0,0,0,0,0
2001-01,-0.026551895974197076,-0.009921718546502561,0.00414658193004468,-0.02923743369923947,-0.0019512512413772656,0.018761544683967166,141,189,122,131,172,149
2001-02,-0.08439997028591371,-0.05686787453803599,-0.060048831671752304,-0.08308861769351274,-0.047348559832027716,-0.04002715570057495,141,189,122,131,172,149
2001-03,0.08939343227531887,0.09303222464652806,0.09588358578781034,0.07007923834999588,0.06556118953298037,0.06556560314092084,141,189,122,131,172,149
2001-04,0.035419931323312004,0.016318483311745704,-0.004385061264862769,-0.007204486873025256,-0.014478107774622814,-0.0257014945819172,141,189,122,131,172,149
2001-05,0.08214011885789715,0.07296254793111735,0.0780250382186441,0.01530316890459407,0.027988851941607266,0.012580422779547374,138,188,122,131,172,149
2001-06,0.0023583463283055814,0.008917155753664838,-0.00031356384978022014,-0.020479854204274124,0.0020765926581367993,0.013819972412999636,140,189,122,131,172,149
2001-07,-0.12957866289264888,-0.1325722888263669,-0.14028826338653164,-0.13008820602371474,-0.12840965071775934,-0.1332518545655597,177,212,118,127,195,187
2001-08,-0.018956831601535253,-0.024361557821149876,-0.03245915475362308,-0.036738731762553094,-0.045669357786901836,-0.040156250741700095,177,212,118,127,195,187
2001-09,-0.07712059314532058,-0.06563720014315862,-0.06935207241454974,-0.053039626961850134,-0.046019364969004245,-0.03929033827675604,178,212,118,127,195,187
2001-10,-0.06991257673467922,-0.0717317661028028,-0.04676320223683147,-0.06107539057115915,-0.04128645371017176,-0.027282465302243774,179,212,118,127,195,187
