Trdmnt,UMD,winner_ret,loser_ret,J,K,skip
2015-03,-0.010007967843902843,0.1888881073959703,0.19889607523987315,12,3,1
2015-04,0.03840957253087546,0.1777403773870186,0.13933080485614313,12,3,1
2015-05,0.006067567356567827,0.14854116417573993,0.1424735968191721,12,3,1
2015-06,-0.06405742515525156,-0.10742378645091093,-0.043366361295659364,12,3,1
2015-07,-0.03315328262533429,-0.1906097585348614,-0.1574564759095271,12,3,1
2015-08,-0.033247180913153346,-0.14602650881902307,-0.11277932790586973,12,3,1
2015-09,-0.03832880571344132,-0.06498359875710921,-0.026654793043667892,12,3,1
2015-10,0.014553744313952233,0.2041923163526323,0.18963857203868006,12,3,1
2015-11,-0.01621121752200779,0.04635965660710554,0.06257087412911333,12,3,1
2015-12,-0.016227162369275135,0.04875645244002886,0.064983614809304,12,3,1
2016-01,-0.050754354795928325,-0.2919031357493885,-0.24114878095346015,12,3,1
2016-02,0.00701248804945709,-0.0037484392658954906,-0.01076092731535258,12,3,1
2016-03,0.025777595992443808,0.18566753218314727,0.15988993619070346,12,3,1
2016-04,0.005744707495966587,-0.011336847830252276,-0.017081555326218863,12,3,1
2016-05,-0.005119085515474634,-0.018828050228742208,-0.013708964713267574,12,3,1
2016-06,0.011910270704348143,0.04336943886683444,0.0314591681624863,12,3,1
2016-07,-0.007306850423910872,0.00789012341363712,0.015196973837547992,12,3,1
2016-08,-0.015389466644661287,0.03592874377518421,0.051318210419845495,12,3,1
2016-09,-0.0007424559636879952,-0.013103838510342693,-0.012361382546654698,12,3,1
2016-10,0.005557724144146549,0.04054104079495724,0.03498331665081069,12,3,1
2016-11,-0.028829958308746875,0.021215228298073447,0.05004518660682032,12,3,1
2016-12,-0.00280381751033202,-0.04364166486744873,-0.04083784735711671,12,3,1
2017-01,0.006347918924040649,-0.0025525838401654604,-0.00890050276420611,12,3,1
2017-02,-0.004513855677628131,0.03350891761479669,0.03802277329242482,12,3,1
2017-03,0.01661610965421919,-0.010471399482551911,-0.0270875091367711,12,3,1
2017-04,0.017201839636639633,-0.041997825232975454,-0.05919966486961509,12,3,1
2017-05,0.025401719727817518,-0.04023998680654846,-0.06564170653436598,12,3,1
2017-06,0.008080194555873964,0.0505846728592731,0.04250447830339914,12,3,1
2017-07,0.01632817001172909,0.03369211321041723,0.01736394319868814,12,3,1
2017-08,-0.010891977555918864,0.02663069634887151,0.037522673904790374,12,3,1
2017-09,-0.028569765545518974,-0.004386459263942044,0.02418330628157693,12,3,1
2017-10,0.029261139268083994,0.0006280727995988701,-0.028633066468485124,12,3,1
2017-11,0.03484943081601226,-0.039031106289628706,-0.07388053710564096,12,3,1
2017-12,0.024603984582844136,-0.0012029985397482793,-0.025806983122592414,12,3,1
2018-01,0.04123810614732831,0.019291998784555873,-0.021946107362772437,12,3,1
2018-02,0.004753573924489843,-0.056562202000754,-0.06131577592524384,12,3,1
2018-03,-0.06905616209484153,-0.01238954063022727,0.05666662146461425,12,3,1
2018-04,0.01929648743500717,-0.035593141014713996,-0.054889628449721166,12,3,1
2018-05,0.01930049369732509,0.003324092738140272,-0.015976400959184817,12,3,1
2018-06,0.022582941779828752,-0.08954477603828576,-0.11212771781811451,12,3,1
2018-07,-0.027787386803615796,-0.0046476692760650294,0.023139717527550768,12,3,1
2018-08,0.0020912848137546597,-0.06913341528268103,-0.0712247000964357,12,3,1
2018-09,0.0008900827062284138,0.007747854515435849,0.006857771809207435,12,3,1
2018-10,-0.0071431922885627636,-0.08637125098437257,-0.0792280586958098,12,3,1
2018-11,-0.06273177602381128,0.01974497300692826,0.08247674903073954,12,3,1
2018-12,0.01211886319590149,-0.03865914961891254,-0.05077801281481403,12,3,1
2019-01,0.032442751704722855,0.012431300781887904,-0.02001145092283495,12,3,1
2019-02,-0.12603268814544952,0.14660714402254463,0.27263983216799414,12,3,1
2019-03,-0.007572354148741509,0.0852269593020736,0.0927993134508151,12,3,1
2019-04,0.027460885085997696,-0.016352277603043034,-0.04381316268904073,12,3,1
2019-05,0.017085525235988094,-0.04991851889599455,-0.06700404413198265,12,3,1
2019-06,0.017349776706853844,0.02496778507791901,0.007618008371065168,12,3,1
2019-07,0.0030538375805944633,-0.010776339920231342,-0.013830177500825805,12,3,1
2019-08,0.00542606512062984,-0.006159703534188002,-0.011585768654817842,12,3,1
2019-09,-0.01297774090095588,0.005341867411500625,0.018319608312456506,12,3,1
2019-10,0.02356431836582363,0.00965805715110751,-0.01390626121471612,12,3,1
2019-11,-0.014607409247483672,-0.02849939364255641,-0.013891984395072736,12,3,1
2019-12,0.004147251823837031,0.07712637894892403,0.072979127125087,12,3,1
2020-01,0.03043261198290096,0.007166429285890749,-0.023266182697010213,12,3,1
2020-02,0.027823525176027836,0.0014454843622220518,-0.026378040813805785,12,3,1
2020-03,-0.03496840343923582,-0.05782722976387108,-0.022858826324635255,12,3,1
2020-04,0.06125914145713285,0.0525913213240755,-0.00866782013305735,12,3,1
2020-05,0.01764263226397087,0.021527891631365658,0.0038852593673947885,12,3,1
2020-06,0.056436588826326184,0.09003945997595166,0.03360287114962547,12,3,1
2020-07,0.021947758359706998,0.1441057478587226,0.1221579894990156,12,3,1
2020-08,-0.008917278765166518,0.016982856426509835,0.025900135191676353,12,3,1
2020-09,-0.02560985868524089,-0.08237654012099313,-0.05676668143575224,12,3,1
2020-10,0.00037828387245873035,-0.0073691800224654595,-0.00774746389492419,12,3,1
2020-11,-0.04545628181692409,0.023939911053620984,0.06939619287054508,12,3,1
2020-12,0.07684300756291136,0.028659927669930262,-0.0481830798929811,12,3,1
2021-01,0.03140423309319616,-0.024583837172762992,-0.05598807026595916,12,3,1
2021-02,-0.040348801979644744,0.008915527468332077,0.04926432944797682,12,3,1
2021-03,-0.03292568726828701,-0.01109529021462986,0.021830397053657153,12,3,1
2021-04,0.025947706007921206,0.018408062335368926,-0.007539643672552278,12,3,1
2021-05,-0.001262569074901361,0.051231953276209254,0.052494522351110615,12,3,1
2021-06,0.0017018051655387795,0.011083681168843293,0.009381876003304514,12,3,1
2021-07,0.03829474700460841,-0.011419223117934398,-0.049713970122542805,12,3,1
2021-08,0.04794207424351284,0.0833914746067647,0.03544940036325186,12,3,1
2021-09,-0.04767195833094062,-0.024891555261192404,0.02278040306974822,12,3,1
2021-10,0.005867534819281938,-0.012850107355222351,-0.01871764217450429,12,3,1
2021-11,-0.006718928482038783,0.0545918884483274,0.061310816930366184,12,3,1
2021-12,-0.07169842226129301,-0.00018871458694707296,0.07150970767434595,12,3,1
2022-01,-0.05475363374616982,-0.1165692759550479,-0.06181564220887808,12,3,1
2022-02,0.05061084044385922,0.07256741976176861,0.0219565793179094,12,3,1
2022-03,-0.016276729715095417,-0.05847044460458897,-0.042193714889493555,12,3,1
2022-04,-0.0378342773276666,-0.133718914790131,-0.09588463746246441,12,3,1
2022-05,0.04137096371254309,0.11628819969968923,0.07491723598714614,12,3,1
2022-06,-0.04004752954813112,0.05993370552713714,0.09998123507526827,12,3,1
2022-07,0.032211074469040424,0.02015398328665593,-0.012057091182384499,12,3,1
