row_factor,MKT_RF,SMB,HML,UMD
MKT_RF,1.0,0.33204424224544143,-0.23543747619765384,-0.003191158491228443
SMB,0.33204424224544143,1.0,-0.2242290359646423,-0.257729062869473
HML,-0.23543747619765384,-0.2242290359646423,1.0,0.1723932383207552
UMD,-0.003191158491228443,-0.257729062869473,0.1723932383207552,1.0
