factor,mean_pct,std_pct,nw12_tstat,sharpe,min_pct,max_pct,positive_pct
MKT_RF,0.6741017412935331,10.626915777968778,1.3374168359799707,0.06343343218086371,-28.668299999999995,119.0882,51.243781094527364
SMB,0.8602136964889755,5.416391366853979,3.121158984173973,0.15881675422369199,-17.452717042580574,25.98384360593733,55.97014925373134
HML,0.417499207324482,5.018181686766887,1.6436889911123083,0.08319730798616586,-30.020823182395382,28.917403548187227,55.223880597014926
UMD,-0.17672064978888938,5.862721062506178,-0.7751040786027188,-0.03014311066563781,-64.31257551450959,28.005465371353644,49.25373134328358
