"Markettype","Trdmnt","Cmretwdtl","Cmnstkcal","Cmmvttl"
"37","2000-08","-0.005527","1002","4335802873.58"
"47","2000-08","-0.004831","1113","4392192080.57"
"53","2000-08","-0.005527","1002","4335802873.58"
"69","2000-08","-0.005527","1002","4335802873.58"
"79","2000-08","-0.004831","1113","4392192080.57"
"85","2000-08","-0.005527","1002","4335802873.58"
"95","2000-08","-0.004831","1113","4392192080.57"
"101","2000-08","-0.005527","1002","4335802873.58"
"111","2000-08","-0.004831","1113","4392192080.57"
"117","2000-08","-0.005527","1002","4335802873.58"
"127","2000-08","-0.004831","1113","4392192080.57"
"33","2000-08","-0.000579","512","2340320595.60"
"20","2000-08","-0.011280","490","1995482277.98"
"5","2000-09","-0.048266","1014","4166456836.97"
"10","2000-09","-0.072591","113","53737106.58"
"15","2000-09","-0.048579","1127","4220193943.55"
"21","2000-09","-0.048266","1014","4166456836.97"
"31","2000-09","-0.048579","1127","4220193943.55"
"63","2000-09","-0.048579","1127","4220193943.55"
"37","2000-09","-0.048266","1014","4166456836.97"
"47","2000-09","-0.048579","1127","4220193943.55"
"53","2000-09","-0.048266","1014","4166456836.97"
"69","2000-09","-0.048266","1014","4166456836.97"
"79","2000-09","-0.048579","1127","4220193943.55"
"85","2000-09","-0.048266","1014","4166456836.97"
"95","2000-09","-0.048579","1127","4220193943.55"
"101","2000-09","-0.048266","1014","4166456836.97"
"111","2000-09","-0.048579","1127","4220193943.55"
"117","2000-09","-0.048266","1014","4166456836.97"
"127","2000-09","-0.048579","1127","4220193943.55"
"33","2000-09","-0.053758","518","2234984893.22"
"20","2000-09","-0.041829","496","1931471943.75"
"5","2000-10","0.025387","1020","4295644986.38"
"10","2000-10","0.101351","114","59773223.76"
"15","2000-10","0.026354","1134","4355418210.14"
"21","2000-10","0.025387","1020","4295644986.38"
"31","2000-10","0.026354","1134","4355418210.14"
"63","2000-10","0.026354","1134","4355418210.14"
"37","2000-10","0.025387","1020","4295644986.38"
"47","2000-10","0.026354","1134","4355418210.14"
"53","2000-10","0.025387","1020","4295644986.38"
"69","2000-10","0.025387","1020","4295644986.38"
"79","2000-10","0.026354","1134","4355418210.14"
"85","2000-10","0.025387","1020","4295644986.38"
"95","2000-10","0.026354","1134","4355418210.14"
"101","2000-10","0.025387","1020","4295644986.38"
"111","2000-10","0.026354","1134","4355418210.14"
"117","2000-10","0.025387","1020","4295644986.38"
"127","2000-10","0.026354","1134","4355418210.14"
"33","2000-10","0.026257","522","2308608966.51"
"20","2000-10","0.024379","498","1987036019.87"
"5","2000-11","0.056832","1032","4587938923.39"
"10","2000-11","0.055257","114","63002349.32"
"15","2000-11","0.056810","1146","4650941272.71"
"21","2000-11","0.056832","1032","4587938923.39"
"31","2000-11","0.056810","1146","4650941272.71"
"63","2000-11","0.056810","1146","4650941272.71"
"37","2000-11","0.056832","1032","4587938923.39"
"47","2000-11","0.056810","1146","4650941272.71"
"53","2000-11","0.056832","1032","4587938923.39"
"69","2000-11","0.056832","1032","4587938923.39"
"79","2000-11","0.056810","1146","4650941272.71"
"85","2000-11","0.056832","1032","4587938923.39"
"95","2000-11","0.056810","1146","4650941272.71"
"101","2000-11","0.056832","1032","4587938923.39"
"111","2000-11","0.056810","1146","4650941272.71"
"117","2000-11","0.056832","1032","4587938923.39"
"127","2000-11","0.056810","1146","4650941272.71"
"33","2000-11","0.056309","533","2476621107.18"
"20","2000-11","0.057439","499","2111317816.21"
"5","2000-12","-0.001768","1059","4778688259.64"
"10","2000-12","0.180509","114","74388990.47"
"15","2000-12","0.000700","1173","4853077250.11"
"21","2000-12","-0.001768","1059","4778688259.64"
"31","2000-12","0.000700","1173","4853077250.11"
"63","2000-12","0.000700","1173","4853077250.11"
"37","2000-12","-0.001768","1059","4778688259.64"
"47","2000-12","0.000700","1173","4853077250.11"
"53","2000-12","-0.001768","1059","4778688259.64"
"69","2000-12","-0.001768","1059","4778688259.64"
"79","2000-12","0.000700","1173","4853077250.11"
"85","2000-12","-0.001768","1059","4778688259.64"
"95","2000-12","0.000700","1173","4853077250.11"
"101","2000-12","-0.001768","1059","4778688259.64"
"111","2000-12","0.000700","1173","4853077250.11"
"117","2000-12","-0.001768","1059","4778688259.64"
"127","2000-12","0.000700","1173","4853077250.11"
"33","2000-12","0.003007","558","2673394995.13"
"20","2000-12","-0.007370","501","2105293264.51"
"5","2001-01","-0.008404","1073","4820951530.77"
"10","2001-01","-0.029544","114","72167383.10"
"15","2001-01","-0.008728","1187","4893118913.87"
"21","2001-01","-0.008404","1073","4820951530.77"
"31","2001-01","-0.008728","1187","4893118913.87"
"63","2001-01","-0.008728","1187","4893118913.87"
"37","2001-01","-0.008404","1073","4820951530.77"
"47","2001-01","-0.008728","1187","4893118913.87"
"53","2001-01","-0.008404","1073","4820951530.77"
"69","2001-01","-0.008404","1073","4820951530.77"
"79","2001-01","-0.008728","1187","4893118913.87"
"85","2001-01","-0.008404","1073","4820951530.77"
"95","2001-01","-0.008728","1187","4893118913.87"
"101","2001-01","-0.008404","1073","4820951530.77"
"111","2001-01","-0.008728","1187","4893118913.87"
"117","2001-01","-0.008404","1073","4820951530.77"
"127","2001-01","-0.008728","1187","4893118913.87"
"33","2001-01","-0.004010","571","2733289293.83"
"20","2001-01","-0.013987","502","2087662236.94"
"5","2001-02","-0.058702","1084","4597106284.68"
"10","2001-02","0.054417","114","76318957.18"
"15","2001-02","-0.057034","1198","4673425241.86"
"21","2001-02","-0.058702","1084","4597106284.68"
"31","2001-02","-0.057034","1198","4673425241.86"
"63","2001-02","-0.057034","1198","4673425241.86"
"37","2001-02","-0.058702","1084","4597106284.68"
"47","2001-02","-0.057034","1198","4673425241.86"
"53","2001-02","-0.058702","1084","4597106284.68"
"69","2001-02","-0.058702","1084","4597106284.68"
"79","2001-02","-0.057034","1198","4673425241.86"
"85","2001-02","-0.058702","1084","4597106284.68"
"95","2001-02","-0.057034","1198","4673425241.86"
"101","2001-02","-0.058702","1084","4597106284.68"
"111","2001-02","-0.057034","1198","4673425241.86"
"117","2001-02","-0.058702","1084","4597106284.68"
"127","2001-02","-0.057034","1198","4673425241.86"
"33","2001-02","-0.053583","582","2644437078.43"
"20","2001-02","-0.065405","502","1952669206.25"
"5","2001-03","0.072475","1097","4987477826.15"
"10","2001-03","1.030235","114","154913599.36"
"15","2001-03","0.088116","1211","5142391425.51"
"21","2001-03","0.072475","1097","4987477826.15"
"31","2001-03","0.088116","1211","5142391425.51"
"63","2001-03","0.088116","1211","5142391425.51"
"37","2001-03","0.072475","1097","4987477826.15"
"47","2001-03","0.088116","1211","5142391425.51"
"53","2001-03","0.072475","1097","4987477826.15"
"69","2001-03","0.072475","1097","4987477826.15"
"79","2001-03","0.088116","1211","5142391425.51"
"85","2001-03","0.072475","1097","4987477826.15"
"95","2001-03","0.088116","1211","5142391425.51"
"101","2001-03","0.072475","1097","4987477826.15"
"111","2001-03","0.088116","1211","5142391425.51"
"117","2001-03","0.072475","1097","4987477826.15"
"127","2001-03","0.088116","1211","5142391425.51"
"33","2001-03","0.070060","595","2885315937.87"
"20","2001-03","0.075746","502","2102161888.28"
"5","2001-04","-0.005346","1099","4978314671.37"
"10","2001-04","0.147380","114","177800141.48"
"15","2001-04","-0.000744","1213","5156114812.85"
"21","2001-04","-0.005346","1099","4978314671.37"
"31","2001-04","-0.000744","1213","5156114812.85"
"63","2001-04","-0.000744","1213","5156114812.85"
"37","2001-04","-0.005346","1099","4978314671.37"
"47","2001-04","-0.000744","1213","5156114812.85"
"53","2001-04","-0.005346","1099","4978314671.37"
"69","2001-04","-0.005346","1099","4978314671.37"
"79","2001-04","-0.000744","1213","5156114812.85"
"85","2001-04","-0.005346","1099","4978314671.37"
"95","2001-04","-0.000744","1213","5156114812.85"
"101","2001-04","-0.005346","1099","4978314671.37"
"111","2001-04","-0.000744","1213","5156114812.85"
"117","2001-04","-0.005346","1099","4978314671.37"
"127","2001-04","-0.000744","1213","5156114812.85"
"33","2001-04","0.000388","597","2901853761.24"
"20","2001-04","-0.013215","502","2076460910.13"
"5","2001-05","0.036492","1098","5170865902.47"
"10","2001-05","0.213207","113","215488723.62"
"15","2001-05","0.042591","1211","5386354626.09"
"21","2001-05","0.036492","1098","5170865902.47"
"31","2001-05","0.042591","1211","5386354626.09"
"63","2001-05","0.042591","1211","5386354626.09"
"37","2001-05","0.036492","1098","5170865902.47"
"47","2001-05","0.042591","1211","5386354626.09"
"53","2001-05","0.036492","1098","5170865902.47"
"69","2001-05","0.036492","1098","5170865902.47"
"79","2001-05","0.042591","1211","5386354626.09"
"85","2001-05","0.036492","1098","5170865902.47"
"95","2001-05","0.042591","1211","5386354626.09"
"101","2001-05","0.036492","1098","5170865902.47"
"111","2001-05","0.042591","1211","5386354626.09"
"117","2001-05","0.036492","1098","5170865902.47"
"127","2001-05","0.042591","1211","5386354626.09"
"33","2001-05","0.040235","597","3035269748.98"
"20","2001-05","0.031269","501","2135596153.49"
"5","2001-06","0.006404","1109","5235428377.59"
"10","2001-06","-0.101750","113","194446883.91"
"15","2001-06","0.002082","1222","5429875261.50"
"21","2001-06","0.006404","1109","5235428377.59"
"31","2001-06","0.002082","1222","5429875261.50"
"63","2001-06","0.002082","1222","5429875261.50"
"37","2001-06","0.006404","1109","5235428377.59"
"47","2001-06","0.002082","1222","5429875261.50"
"53","2001-06","0.006404","1109","5235428377.59"
"69","2001-06","0.006404","1109","5235428377.59"
"79","2001-06","0.002082","1222","5429875261.50"
"85","2001-06","0.006404","1109","5235428377.59"
"95","2001-06","0.002082","1222","5429875261.50"
"101","2001-06","0.006404","1109","5235428377.59"
"111","2001-06","0.002082","1222","5429875261.50"
"117","2001-06","0.006404","1109","5235428377.59"
"127","2001-06","0.002082","1222","5429875261.50"
"33","2001-06","0.008094","608","3098886046.11"
"20","2001-06","0.003996","501","2136542331.48"
"5","2001-07","-0.132199","1105","4543044891.96"
"10","2001-07","-0.253299","109","144400205.73"
"15","2001-07","-0.136525","1214","4687445097.69"
"21","2001-07","-0.132199","1105","4543044891.96"
"31","2001-07","-0.136525","1214","4687445097.69"
"63","2001-07","-0.136525","1214","4687445097.69"
"37","2001-07","-0.132199","1105","4543044891.96"
"47","2001-07","-0.136525","1214","4687445097.69"
"53","2001-07","-0.132199","1105","4543044891.96"
"69","2001-07","-0.132199","1105","4543044891.96"
"79","2001-07","-0.136525","1214","4687445097.69"
"85","2001-07","-0.132199","1105","4543044891.96"
"95","2001-07","-0.136525","1214","4687445097.69"
"101","2001-07","-0.132199","1105","4543044891.96"
"111","2001-07","-0.136525","1214","4687445097.69"
"117","2001-07","-0.132199","1105","4543044891.96"
"127","2001-07","-0.136525","1214","4687445097.69"
"33","2001-07","-0.130574","609","2702392895.89"
"20","2001-07","-0.134559","496","1840651996.07"
"5","2001-08","-0.036113","1118","4710844727.12"
"10","2001-08","-0.021870","111","141980003.07"
"15","2001-08","-0.035674","1229","4852824730.19"
"21","2001-08","-0.036113","1118","4710844727.12"
"31","2001-08","-0.035674","1229","4852824730.19"
"63","2001-08","-0.035674","1229","4852824730.19"
"37","2001-08","-0.036113","1118","4710844727.12"
"47","2001-08","-0.035674","1229","4852824730.19"
"53","2001-08","-0.036113","1118","4710844727.12"
"69","2001-08","-0.036113","1118","4710844727.12"
"79","2001-08","-0.035674","1229","4852824730.19"
"85","2001-08","-0.036113","1118","4710844727.12"
"95","2001-08","-0.035674","1229","4852824730.19"
"101","2001-08","-0.036113","1118","4710844727.12"
"111","2001-08","-0.035674","1229","4852824730.19"
"117","2001-08","-0.036113","1118","4710844727.12"
"127","2001-08","-0.035674","1229","4852824730.19"
"33","2001-08","-0.038833","622","2930521957.94"
"20","2001-08","-0.032115","496","1780322769.18"
"5","2001-09","-0.048070","1124","4494802163.63"
"10","2001-09","-0.074939","111","133638142.12"
"15","2001-09","-0.048857","1235","4628440305.75"
"21","2001-09","-0.048070","1124","4494802163.63"
"31","2001-09","-0.048857","1235","4628440305.75"
"63","2001-09","-0.048857","1235","4628440305.75"
"37","2001-09","-0.048070","1124","4494802163.63"
"47","2001-09","-0.048857","1235","4628440305.75"
"53","2001-09","-0.048070","1124","4494802163.63"
"69","2001-09","-0.048070","1124","4494802163.63"
"79","2001-09","-0.048857","1235","4628440305.75"
"85","2001-09","-0.048070","1124","4494802163.63"
"95","2001-09","-0.048857","1235","4628440305.75"
"101","2001-09","-0.048070","1124","4494802163.63"
"111","2001-09","-0.048857","1235","4628440305.75"
"117","2001-09","-0.048070","1124","4494802163.63"
"127","2001-09","-0.048857","1235","4628440305.75"
"33","2001-09","-0.037943","626","2825650821.00"
"20","2001-09","-0.064712","498","1669151342.63"
"5","2001-10","-0.047840","1125","4281943403.63"
"10","2001-10","0.035715","111","139022363.32"
"15","2001-10","-0.045428","1236","4420965766.95"
"21","2001-10","-0.047840","1125","4281943403.63"
"31","2001-10","-0.045428","1236","4420965766.95"
"63","2001-10","-0.045428","1236","4420965766.95"
"37","2001-10","-0.047840","1125","4281943403.63"
"47","2001-10","-0.045428","1236","4420965766.95"
"53","2001-10","-0.047840","1125","4281943403.63"
"69","2001-10","-0.047840","1125","4281943403.63"
"79","2001-10","-0.045428","1236","4420965766.95"
"85","2001-10","-0.047840","1125","4281943403.63"
"95","2001-10","-0.045428","1236","4420965766.95"
"101","2001-10","-0.047840","1125","4281943403.63"
"111","2001-10","-0.045428","1236","4420965766.95"
"117","2001-10","-0.047840","1125","4281943403.63"
"127","2001-10","-0.045428","1236","4420965766.95"
"33","2001-10","-0.043970","627","2703847592.57"
"20","2001-10","-0.054394","498","1578095811.06"
"5","2001-11","0.037023","1126","4443665581.22"
"10","2001-11","0.056435","111","146868183.64"
"15","2001-11","0.037634","1237","4590533764.86"
"21","2001-11","0.037023","1126","4443665581.22"
"31","2001-11","0.037634","1237","4590533764.86"
"63","2001-11","0.037634","1237","4590533764.86"
"37","2001-11","0.037023","1126","4443665581.22"
"47","2001-11","0.037634","1237","4590533764.86"
"53","2001-11","0.037023","1126","4443665581.22"
"69","2001-11","0.037023","1126","4443665581.22"
"79","2001-11","0.037634","1237","4590533764.86"
"85","2001-11","0.037023","1126","4443665581.22"
"95","2001-11","0.037634","1237","4590533764.86"
"101","2001-11","0.037023","1126","4443665581.22"
"111","2001-11","0.037634","1237","4590533764.86"
"117","2001-11","0.037023","1126","4443665581.22"
"127","2001-11","0.037634","1237","4590533764.86"
"33","2001-11","0.034487","627","2797402883.58"
"20","2001-11","0.041361","499","1646262697.64"
"5","2001-12","-0.061669","1135","4251453615.15"
"10","2001-12","0.019330","112","149918338.87"
"15","2001-12","-0.059076","1247","4401371954.02"
"21","2001-12","-0.061669","1135","4251453615.15"
"31","2001-12","-0.059076","1247","4401371954.02"
"63","2001-12","-0.059076","1247","4401371954.02"
"37","2001-12","-0.061669","1135","4251453615.15"
"47","2001-12","-0.059076","1247","4401371954.02"
"53","2001-12","-0.061669","1135","4251453615.15"
"69","2001-12","-0.061669","1135","4251453615.15"
"79","2001-12","-0.059076","1247","4401371954.02"
"85","2001-12","-0.061669","1135","4251453615.15"
"95","2001-12","-0.059076","1247","4401371954.02"
"101","2001-12","-0.061669","1135","4251453615.15"
"111","2001-12","-0.059076","1247","4401371954.02"
"117","2001-12","-0.061669","1135","4251453615.15"
"127","2001-12","-0.059076","1247","4401371954.02"
"33","2001-12","-0.060333","635","2709179240.35"
"20","2001-12","-0.063940","500","1542274374.80"
"5","2002-01","-0.100454","1138","3832441494.70"
"10","2002-01","-0.189836","112","121458421.63"
"15","2002-01","-0.103503","1250","3953899916.33"
"21","2002-01","-0.100454","1138","3832441494.70"
"31","2002-01","-0.103503","1250","3953899916.33"
"63","2002-01","-0.103503","1250","3953899916.33"
"37","2002-01","-0.100454","1138","3832441494.70"
"47","2002-01","-0.103503","1250","3953899916.33"
"53","2002-01","-0.100454","1138","3832441494.70"
"69","2002-01","-0.100454","1138","3832441494.70"
"79","2002-01","-0.103503","1250","3953899916.33"
"85","2002-01","-0.100454","1138","3832441494.70"
"95","2002-01","-0.103503","1250","3953899916.33"
"101","2002-01","-0.100454","1138","3832441494.70"
"111","2002-01","-0.103503","1250","3953899916.33"
"117","2002-01","-0.100454","1138","3832441494.70"
"127","2002-01","-0.103503","1250","3953899916.33"
"33","2002-01","-0.092450","639","2472132408.63"
"20","2002-01","-0.114572","499","1360309086.07"
"5","2002-02","0.026614","1141","3947228953.81"
"10","2002-02","0.026738","112","124706061.02"
"15","2002-02","0.026618","1253","4071935014.83"
"21","2002-02","0.026614","1141","3947228953.81"
"31","2002-02","0.026618","1253","4071935014.83"
"63","2002-02","0.026618","1253","4071935014.83"
"37","2002-02","0.026614","1141","3947228953.81"
"47","2002-02","0.026618","1253","4071935014.83"
"53","2002-02","0.026614","1141","3947228953.81"
"69","2002-02","0.026614","1141","3947228953.81"
"79","2002-02","0.026618","1253","4071935014.83"
"85","2002-02","0.026614","1141","3947228953.81"
"95","2002-02","0.026618","1253","4071935014.83"
"101","2002-02","0.026614","1141","3947228953.81"
"111","2002-02","0.026618","1253","4071935014.83"
"117","2002-02","0.026614","1141","3947228953.81"
"127","2002-02","0.026618","1253","4071935014.83"
"33","2002-02","0.022650","642","2540466374.78"
"20","2002-02","0.033817","499","1406762579.03"
"5","2002-03","0.060550","1141","4220307810.34"
"10","2002-03","0.050650","112","131022527.44"
"15","2002-03","0.060247","1253","4351330337.78"
"21","2002-03","0.060550","1141","4220307810.34"
"31","2002-03","0.060247","1253","4351330337.78"
"63","2002-03","0.060247","1253","4351330337.78"
"37","2002-03","0.060550","1141","4220307810.34"
"47","2002-03","0.060247","1253","4351330337.78"
"53","2002-03","0.060550","1141","4220307810.34"
"69","2002-03","0.060550","1141","4220307810.34"
"79","2002-03","0.060247","1253","4351330337.78"
"85","2002-03","0.060550","1141","4220307810.34"
"95","2002-03","0.060247","1253","4351330337.78"
"101","2002-03","0.060550","1141","4220307810.34"
"111","2002-03","0.060247","1253","4351330337.78"
"117","2002-03","0.060550","1141","4220307810.34"
"127","2002-03","0.060247","1253","4351330337.78"
"33","2002-03","0.051938","641","2698867200.07"
"20","2002-03","0.075992","500","1521440610.27"
"5","2002-04","0.042395","1147","4470353506.75"
"10","2002-04","-0.027378","111","126843655.82"
"15","2002-04","0.040304","1258","4597197162.57"
"21","2002-04","0.042395","1147","4470353506.75"
"31","2002-04","0.040304","1258","4597197162.57"
"63","2002-04","0.040304","1258","4597197162.57"
"37","2002-04","0.042395","1147","4470353506.75"
"47","2002-04","0.040304","1258","4597197162.57"
"53","2002-04","0.042395","1147","4470353506.75"
"69","2002-04","0.042395","1147","4470353506.75"
"79","2002-04","0.040304","1258","4597197162.57"
"85","2002-04","0.042395","1147","4470353506.75"
"95","2002-04","0.040304","1258","4597197162.57"
"101","2002-04","0.042395","1147","4470353506.75"
"111","2002-04","0.040304","1258","4597197162.57"
"117","2002-04","0.042395","1147","4470353506.75"
"127","2002-04","0.040304","1258","4597197162.57"
"33","2002-04","0.043409","647","2885702482.03"
"20","2002-04","0.040595","500","1584651024.72"
"5","2002-05","-0.086186","1133","4077745220.46"
"10","2002-05","-0.067566","109","117613455.11"
"15","2002-05","-0.085669","1242","4195358675.57"
"21","2002-05","-0.086186","1133","4077745220.46"
"31","2002-05","-0.085669","1242","4195358675.57"
"63","2002-05","-0.085669","1242","4195358675.57"
"37","2002-05","-0.086186","1133","4077745220.46"
"47","2002-05","-0.085669","1242","4195358675.57"
"53","2002-05","-0.086186","1133","4077745220.46"
"69","2002-05","-0.086186","1133","4077745220.46"
"79","2002-05","-0.085669","1242","4195358675.57"
"85","2002-05","-0.086186","1133","4077745220.46"
"95","2002-05","-0.085669","1242","4195358675.57"
"101","2002-05","-0.086186","1133","4077745220.46"
"111","2002-05","-0.085669","1242","4195358675.57"
"117","2002-05","-0.086186","1133","4077745220.46"
"127","2002-05","-0.085669","1242","4195358675.57"
"33","2002-05","-0.090787","646","2631644437.07"
"20","2002-05","-0.077757","487","1446100783.39"
"5","2002-06","0.142664","1143","4667741639.91"
"10","2002-06","0.116072","110","130952357.37"
"15","2002-06","0.141917","1253","4798693997.28"
"21","2002-06","0.142664","1143","4667741639.91"
"31","2002-06","0.141917","1253","4798693997.28"
"63","2002-06","0.141917","1253","4798693997.28"
"37","2002-06","0.142664","1143","4667741639.91"
"47","2002-06","0.141917","1253","4798693997.28"
"53","2002-06","0.142664","1143","4667741639.91"
"69","2002-06","0.142664","1143","4667741639.91"
"79","2002-06","0.141917","1253","4798693997.28"
"85","2002-06","0.142664","1143","4667741639.91"
"95","2002-06","0.141917","1253","4798693997.28"
"101","2002-06","0.142664","1143","4667741639.91"
"111","2002-06","0.141917","1253","4798693997.28"
"117","2002-06","0.142664","1143","4667741639.91"
"127","2002-06","0.141917","1253","4798693997.28"
"33","2002-06","0.148229","655","3034198415.89"
"20","2002-06","0.132526","488","1633543224.02"
"5","2002-07","-0.043462","1155","4477629613.74"
"10","2002-07","0.012025","110","132038870.17"
"15","2002-07","-0.041951","1265","4609668483.91"
"21","2002-07","-0.043462","1155","4477629613.74"
"31","2002-07","-0.041951","1265","4609668483.91"
"63","2002-07","-0.041951","1265","4609668483.91"
"37","2002-07","-0.043462","1155","4477629613.74"
"47","2002-07","-0.041951","1265","4609668483.91"
"53","2002-07","-0.043462","1155","4477629613.74"
"69","2002-07","-0.043462","1155","4477629613.74"
"79","2002-07","-0.041951","1265","4609668483.91"
"85","2002-07","-0.043462","1155","4477629613.74"
"95","2002-07","-0.041951","1265","4609668483.91"
"101","2002-07","-0.043462","1155","4477629613.74"
"111","2002-07","-0.041951","1265","4609668483.91"
"117","2002-07","-0.043462","1155","4477629613.74"
"127","2002-07","-0.041951","1265","4609668483.91"
"33","2002-07","-0.044332","666","2911118729.30"
"20","2002-07","-0.041850","489","1566510884.44"
"5","2002-08","0.009449","1166","4550838754.48"
"10","2002-08","0.006112","110","132777027.43"
"15","2002-08","0.009353","1276","4683615781.91"
"21","2002-08","0.009449","1166","4550838754.48"
"31","2002-08","0.009353","1276","4683615781.91"
"63","2002-08","0.009353","1276","4683615781.91"
"37","2002-08","0.009449","1166","4550838754.48"
"47","2002-08","0.009353","1276","4683615781.91"
"53","2002-08","0.009449","1166","4550838754.48"
"69","2002-08","0.009449","1166","4550838754.48"
"79","2002-08","0.009353","1276","4683615781.91"
"85","2002-08","0.009449","1166","4550838754.48"
"95","2002-08","0.009353","1276","4683615781.91"
"101","2002-08","0.009449","1166","4550838754.48"
"111","2002-08","0.009353","1276","4683615781.91"
"117","2002-08","0.009449","1166","4550838754.48"
"127","2002-08","0.009353","1276","4683615781.91"
"33","2002-08","0.009631","676","2969459153.03"
"20","2002-08","0.009111","490","1581379601.45"
"5","2002-09","-0.053471","1176","4328152177.15"
"10","2002-09","-0.047769","110","126434351.15"
"15","2002-09","-0.053310","1286","4454586528.30"
"21","2002-09","-0.053471","1176","4328152177.15"
"31","2002-09","-0.053310","1286","4454586528.30"
"63","2002-09","-0.053310","1286","4454586528.30"
"37","2002-09","-0.053471","1176","4328152177.15"
"47","2002-09","-0.053310","1286","4454586528.30"
"53","2002-09","-0.053471","1176","4328152177.15"
"69","2002-09","-0.053471","1176","4328152177.15"
"79","2002-09","-0.053310","1286","4454586528.30"
"85","2002-09","-0.053471","1176","4328152177.15"
"95","2002-09","-0.053310","1286","4454586528.30"
"101","2002-09","-0.053471","1176","4328152177.15"
"111","2002-09","-0.053310","1286","4454586528.30"
"117","2002-09","-0.053471","1176","4328152177.15"
"127","2002-09","-0.053310","1286","4454586528.30"
"33","2002-09","-0.051113","686","2835940371.61"
"20","2002-09","-0.057911","490","1492211805.54"
"5","2002-10","-0.050734","1181","4174467639.01"
"10","2002-10","-0.115655","110","110820396.24"
"15","2002-10","-0.052563","1291","4285288035.25"
"21","2002-10","-0.050734","1181","4174467639.01"
"31","2002-10","-0.052563","1291","4285288035.25"
"63","2002-10","-0.052563","1291","4285288035.25"
"37","2002-10","-0.050734","1181","4174467639.01"
"47","2002-10","-0.052563","1291","4285288035.25"
"53","2002-10","-0.050734","1181","4174467639.01"
"69","2002-10","-0.050734","1181","4174467639.01"
"79","2002-10","-0.052563","1291","4285288035.25"
"85","2002-10","-0.050734","1181","4174467639.01"
"95","2002-10","-0.052563","1291","4285288035.25"
"101","2002-10","-0.050734","1181","4174467639.01"
"111","2002-10","-0.052563","1291","4285288035.25"
"117","2002-10","-0.050734","1181","4174467639.01"
"127","2002-10","-0.052563","1291","4285288035.25"
"33","2002-10","-0.052450","690","2749738837.19"
"20","2002-10","-0.047488","491","1424728801.82"
"5","2002-11","-0.057008","1186","3945672721.51"
"10","2002-11","-0.064189","110","103706857.22"
"15","2002-11","-0.057194","1296","4049379578.73"
"21","2002-11","-0.057008","1186","3945672721.51"
"31","2002-11","-0.057194","1296","4049379578.73"
"63","2002-11","-0.057194","1296","4049379578.73"
"37","2002-11","-0.057008","1186","3945672721.51"
"47","2002-11","-0.057194","1296","4049379578.73"
"53","2002-11","-0.057008","1186","3945672721.51"
"69","2002-11","-0.057008","1186","3945672721.51"
"79","2002-11","-0.057194","1296","4049379578.73"
"85","2002-11","-0.057008","1186","3945672721.51"
"95","2002-11","-0.057194","1296","4049379578.73"
"101","2002-11","-0.057008","1186","3945672721.51"
"111","2002-11","-0.057194","1296","4049379578.73"
"117","2002-11","-0.057008","1186","3945672721.51"
"127","2002-11","-0.057194","1296","4049379578.73"
"33","2002-11","-0.049257","695","2621791867.84"
"20","2002-11","-0.071969","491","1323880853.67"
"5","2002-12","-0.052641","1192","3754293483.49"
"10","2002-12","-0.045258","111","100290103.74"
"15","2002-12","-0.052450","1303","3854583587.23"
"21","2002-12","-0.052641","1192","3754293483.49"
"31","2002-12","-0.052450","1303","3854583587.23"
"63","2002-12","-0.052450","1303","3854583587.23"
"37","2002-12","-0.052641","1192","3754293483.49"
"47","2002-12","-0.052450","1303","3854583587.23"
"53","2002-12","-0.052641","1192","3754293483.49"
"69","2002-12","-0.052641","1192","3754293483.49"
"79","2002-12","-0.052450","1303","3854583587.23"
"85","2002-12","-0.052641","1192","3754293483.49"
"95","2002-12","-0.052450","1303","3854583587.23"
"101","2002-12","-0.052641","1192","3754293483.49"
"111","2002-12","-0.052450","1303","3854583587.23"
"117","2002-12","-0.052641","1192","3754293483.49"
"127","2002-12","-0.052450","1303","3854583587.23"
"33","2002-12","-0.054806","700","2491302769.77"
"20","2002-12","-0.048349","492","1262990713.72"
"5","2003-01","0.099691","1200","4163350857.17"
"10","2003-01","0.116213","111","111993061.62"
"15","2003-01","0.100121","1311","4275343918.79"
"21","2003-01","0.099691","1200","4163350857.17"
"31","2003-01","0.100121","1311","4275343918.79"
"63","2003-01","0.100121","1311","4275343918.79"
"37","2003-01","0.099691","1200","4163350857.17"
"47","2003-01","0.100121","1311","4275343918.79"
"53","2003-01","0.099691","1200","4163350857.17"
"69","2003-01","0.099691","1200","4163350857.17"
"79","2003-01","0.100121","1311","4275343918.79"
"85","2003-01","0.099691","1200","4163350857.17"
"95","2003-01","0.100121","1311","4275343918.79"
"101","2003-01","0.099691","1200","4163350857.17"
"111","2003-01","0.100121","1311","4275343918.79"
"117","2003-01","0.099691","1200","4163350857.17"
"127","2003-01","0.100121","1311","4275343918.79"
"33","2003-01","0.101141","708","2778087360.48"
"20","2003-01","0.096827","492","1385263496.69"
"5","2003-02","0.008816","1202","4205897564.42"
"10","2003-02","-0.013557","111","110474664.65"
"15","2003-02","0.008229","1313","4316372229.07"
"21","2003-02","0.008816","1202","4205897564.42"
"31","2003-02","0.008229","1313","4316372229.07"
"63","2003-02","0.008229","1313","4316372229.07"
"37","2003-02","0.008816","1202","4205897564.42"
"47","2003-02","0.008229","1313","4316372229.07"
"53","2003-02","0.008816","1202","4205897564.42"
