"Markettype","Trdmnt","Cmretwdtl","Cmnstkcal","Cmmvttl"
"5","1990-12","","6","2082551.36"
"15","1990-12","","6","2082551.36"
"21","1990-12","","6","2082551.36"
"31","1990-12","","6","2082551.36"
"63","1990-12","","6","2082551.36"
"37","1990-12","","6","2082551.36"
"47","1990-12","","6","2082551.36"
"53","1990-12","","6","2082551.36"
"69","1990-12","","6","2082551.36"
"79","1990-12","","6","2082551.36"
"85","1990-12","","6","2082551.36"
"95","1990-12","","6","2082551.36"
"101","1990-12","","6","2082551.36"
"111","1990-12","","6","2082551.36"
"117","1990-12","","6","2082551.36"
"127","1990-12","","6","2082551.36"
"33","1990-12","","6","2082551.36"
"5","1991-01","0.040097","10","4570745.48"
"15","1991-01","0.040097","10","4570745.48"
"21","1991-01","0.040097","10","4570745.48"
"31","1991-01","0.040097","10","4570745.48"
"63","1991-01","0.040097","10","4570745.48"
"37","1991-01","0.040097","10","4570745.48"
"47","1991-01","0.040097","10","4570745.48"
"53","1991-01","0.040097","10","4570745.48"
"69","1991-01","0.040097","10","4570745.48"
"79","1991-01","0.040097","10","4570745.48"
"85","1991-01","0.040097","10","4570745.48"
"95","1991-01","0.040097","10","4570745.48"
"101","1991-01","0.040097","10","4570745.48"
"111","1991-01","0.040097","10","4570745.48"
"117","1991-01","0.040097","10","4570745.48"
"127","1991-01","0.040097","10","4570745.48"
"33","1991-01","0.040097","7","2340955.86"
"20","1991-01","","3","2229789.62"
"5","1991-02","0.006360","10","4412147.41"
"15","1991-02","0.006360","10","4412147.41"
"21","1991-02","0.006360","10","4412147.41"
"31","1991-02","0.006360","10","4412147.41"
"63","1991-02","0.006360","10","4412147.41"
"37","1991-02","0.006360","10","4412147.41"
"47","1991-02","0.006360","10","4412147.41"
"53","1991-02","0.006360","10","4412147.41"
"69","1991-02","0.006360","10","4412147.41"
"79","1991-02","0.006360","10","4412147.41"
"85","1991-02","0.006360","10","4412147.41"
"95","1991-02","0.006360","10","4412147.41"
"101","1991-02","0.006360","10","4412147.41"
"111","1991-02","0.006360","10","4412147.41"
"117","1991-02","0.006360","10","4412147.41"
"127","1991-02","0.006360","10","4412147.41"
"33","1991-02","0.024017","7","2209509.71"
"20","1991-02","-0.012176","3","2202637.70"
"5","1991-03","-0.088522","10","3837938.27"
"15","1991-03","-0.088522","10","3837938.27"
"21","1991-03","-0.088522","10","3837938.27"
"31","1991-03","-0.088522","10","3837938.27"
"63","1991-03","-0.088522","10","3837938.27"
"37","1991-03","-0.088522","10","3837938.27"
"47","1991-03","-0.088522","10","3837938.27"
"53","1991-03","-0.088522","10","3837938.27"
"69","1991-03","-0.088522","10","3837938.27"
"79","1991-03","-0.088522","10","3837938.27"
"85","1991-03","-0.088522","10","3837938.27"
"95","1991-03","-0.088522","10","3837938.27"
"101","1991-03","-0.088522","10","3837938.27"
"111","1991-03","-0.088522","10","3837938.27"
"117","1991-03","-0.088522","10","3837938.27"
"127","1991-03","-0.088522","10","3837938.27"
"33","1991-03","-0.051003","7","1913756.76"
"20","1991-03","-0.126419","3","1924181.51"
"5","1991-04","-0.050150","11","5763950.42"
"15","1991-04","-0.050150","11","5763950.42"
"21","1991-04","-0.050150","11","5763950.42"
"31","1991-04","-0.050150","11","5763950.42"
"63","1991-04","-0.050150","11","5763950.42"
"37","1991-04","-0.050150","11","5763950.42"
"47","1991-04","-0.050150","11","5763950.42"
"53","1991-04","-0.050150","11","5763950.42"
"69","1991-04","-0.050150","11","5763950.42"
"79","1991-04","-0.050150","11","5763950.42"
"85","1991-04","-0.050150","11","5763950.42"
"95","1991-04","-0.050150","11","5763950.42"
"101","1991-04","-0.050150","11","5763950.42"
"111","1991-04","-0.050150","11","5763950.42"
"117","1991-04","-0.050150","11","5763950.42"
"127","1991-04","-0.050150","11","5763950.42"
"33","1991-04","0.015013","7","1942488.89"
"20","1991-04","-0.114961","4","3821461.53"
"5","1991-05","-0.037463","11","5548014.05"
"15","1991-05","-0.037463","11","5548014.05"
"21","1991-05","-0.037463","11","5548014.05"
"31","1991-05","-0.037463","11","5548014.05"
"63","1991-05","-0.037463","11","5548014.05"
"37","1991-05","-0.037463","11","5548014.05"
"47","1991-05","-0.037463","11","5548014.05"
"53","1991-05","-0.037463","11","5548014.05"
"69","1991-05","-0.037463","11","5548014.05"
"79","1991-05","-0.037463","11","5548014.05"
"85","1991-05","-0.037463","11","5548014.05"
"95","1991-05","-0.037463","11","5548014.05"
"101","1991-05","-0.037463","11","5548014.05"
"111","1991-05","-0.037463","11","5548014.05"
"117","1991-05","-0.037463","11","5548014.05"
"127","1991-05","-0.037463","11","5548014.05"
"33","1991-05","0.106617","7","2149592.25"
"20","1991-05","-0.110701","4","3398421.80"
"5","1991-06","-0.013921","12","6730880.54"
"15","1991-06","-0.013921","12","6730880.54"
"21","1991-06","-0.013921","12","6730880.54"
"31","1991-06","-0.013921","12","6730880.54"
"63","1991-06","-0.013921","12","6730880.54"
"37","1991-06","-0.013921","12","6730880.54"
"47","1991-06","-0.013921","12","6730880.54"
"53","1991-06","-0.013921","12","6730880.54"
"69","1991-06","-0.013921","12","6730880.54"
"79","1991-06","-0.013921","12","6730880.54"
"85","1991-06","-0.013921","12","6730880.54"
"95","1991-06","-0.013921","12","6730880.54"
"101","1991-06","-0.013921","12","6730880.54"
"111","1991-06","-0.013921","12","6730880.54"
"117","1991-06","-0.013921","12","6730880.54"
"127","1991-06","-0.013921","12","6730880.54"
"33","1991-06","0.202348","7","2584558.90"
"20","1991-06","-0.150717","5","4146321.64"
"5","1991-07","-0.038261","13","6695474.24"
"15","1991-07","-0.038261","13","6695474.24"
"21","1991-07","-0.038261","13","6695474.24"
"31","1991-07","-0.038261","13","6695474.24"
"63","1991-07","-0.038261","13","6695474.24"
"37","1991-07","-0.038261","13","6695474.24"
"47","1991-07","-0.038261","13","6695474.24"
"53","1991-07","-0.038261","13","6695474.24"
"69","1991-07","-0.038261","13","6695474.24"
"79","1991-07","-0.038261","13","6695474.24"
"85","1991-07","-0.038261","13","6695474.24"
"95","1991-07","-0.038261","13","6695474.24"
"101","1991-07","-0.038261","13","6695474.24"
"111","1991-07","-0.038261","13","6695474.24"
"117","1991-07","-0.038261","13","6695474.24"
"127","1991-07","-0.038261","13","6695474.24"
"33","1991-07","0.144743","7","2958655.64"
"20","1991-07","-0.152334","6","3736818.60"
"5","1991-08","0.000894","13","7247109.35"
"15","1991-08","0.000894","13","7247109.35"
"21","1991-08","0.000894","13","7247109.35"
"31","1991-08","0.000894","13","7247109.35"
"63","1991-08","0.000894","13","7247109.35"
"37","1991-08","0.000894","13","7247109.35"
"47","1991-08","0.000894","13","7247109.35"
"53","1991-08","0.000894","13","7247109.35"
"69","1991-08","0.000894","13","7247109.35"
"79","1991-08","0.000894","13","7247109.35"
"85","1991-08","0.000894","13","7247109.35"
"95","1991-08","0.000894","13","7247109.35"
"101","1991-08","0.000894","13","7247109.35"
"111","1991-08","0.000894","13","7247109.35"
"117","1991-08","0.000894","13","7247109.35"
"127","1991-08","0.000894","13","7247109.35"
"33","1991-08","0.234801","7","3695741.66"
"20","1991-08","-0.184304","6","3551367.69"
"5","1991-09","0.027168","13","7443999.88"
"15","1991-09","0.027168","13","7443999.88"
"21","1991-09","0.027168","13","7443999.88"
"31","1991-09","0.027168","13","7443999.88"
"63","1991-09","0.027168","13","7443999.88"
"37","1991-09","0.027168","13","7443999.88"
"47","1991-09","0.027168","13","7443999.88"
"53","1991-09","0.027168","13","7443999.88"
"69","1991-09","0.027168","13","7443999.88"
"79","1991-09","0.027168","13","7443999.88"
"85","1991-09","0.027168","13","7443999.88"
"95","1991-09","0.027168","13","7443999.88"
"101","1991-09","0.027168","13","7443999.88"
"111","1991-09","0.027168","13","7443999.88"
"117","1991-09","0.027168","13","7443999.88"
"127","1991-09","0.027168","13","7443999.88"
"33","1991-09","0.126685","7","4163941.42"
"20","1991-09","-0.076395","6","3280058.46"
"5","1991-10","0.544793","13","11499443.05"
"15","1991-10","0.544793","13","11499443.05"
"21","1991-10","0.544793","13","11499443.05"
"31","1991-10","0.544793","13","11499443.05"
"63","1991-10","0.544793","13","11499443.05"
"37","1991-10","0.544793","13","11499443.05"
"47","1991-10","0.544793","13","11499443.05"
"53","1991-10","0.544793","13","11499443.05"
"69","1991-10","0.544793","13","11499443.05"
"79","1991-10","0.544793","13","11499443.05"
"85","1991-10","0.544793","13","11499443.05"
"95","1991-10","0.544793","13","11499443.05"
"101","1991-10","0.544793","13","11499443.05"
"111","1991-10","0.544793","13","11499443.05"
"117","1991-10","0.544793","13","11499443.05"
"127","1991-10","0.544793","13","11499443.05"
"33","1991-10","0.208517","7","5032192.88"
"20","1991-10","0.971687","6","6467250.17"
"5","1991-11","0.164226","13","13387950.49"
"15","1991-11","0.164226","13","13387950.49"
"21","1991-11","0.164226","13","13387950.49"
"31","1991-11","0.164226","13","13387950.49"
"63","1991-11","0.164226","13","13387950.49"
"37","1991-11","0.164226","13","13387950.49"
"47","1991-11","0.164226","13","13387950.49"
"53","1991-11","0.164226","13","13387950.49"
"69","1991-11","0.164226","13","13387950.49"
"79","1991-11","0.164226","13","13387950.49"
"85","1991-11","0.164226","13","13387950.49"
"95","1991-11","0.164226","13","13387950.49"
"101","1991-11","0.164226","13","13387950.49"
"111","1991-11","0.164226","13","13387950.49"
"117","1991-11","0.164226","13","13387950.49"
"127","1991-11","0.164226","13","13387950.49"
"33","1991-11","0.179662","7","5936291.48"
"20","1991-11","0.152214","6","7451659.01"
"5","1991-12","0.137910","13","15234292.60"
"15","1991-12","0.137910","13","15234292.60"
"21","1991-12","0.137910","13","15234292.60"
"31","1991-12","0.137910","13","15234292.60"
"63","1991-12","0.137910","13","15234292.60"
"37","1991-12","0.137910","13","15234292.60"
"47","1991-12","0.137910","13","15234292.60"
"53","1991-12","0.137910","13","15234292.60"
"69","1991-12","0.137910","13","15234292.60"
"79","1991-12","0.137910","13","15234292.60"
"85","1991-12","0.137910","13","15234292.60"
"95","1991-12","0.137910","13","15234292.60"
"101","1991-12","0.137910","13","15234292.60"
"111","1991-12","0.137910","13","15234292.60"
"117","1991-12","0.137910","13","15234292.60"
"127","1991-12","0.137910","13","15234292.60"
"33","1991-12","0.193024","7","7082143.00"
"20","1991-12","0.094004","6","8152149.60"
"5","1992-01","0.060342","14","16328165.63"
"15","1992-01","0.060342","14","16328165.63"
"21","1992-01","0.060342","14","16328165.63"
"31","1992-01","0.060342","14","16328165.63"
"63","1992-01","0.060342","14","16328165.63"
"37","1992-01","0.060342","14","16328165.63"
"47","1992-01","0.060342","14","16328165.63"
"53","1992-01","0.060342","14","16328165.63"
"69","1992-01","0.060342","14","16328165.63"
"79","1992-01","0.060342","14","16328165.63"
"85","1992-01","0.060342","14","16328165.63"
"95","1992-01","0.060342","14","16328165.63"
"101","1992-01","0.060342","14","16328165.63"
"111","1992-01","0.060342","14","16328165.63"
"117","1992-01","0.060342","14","16328165.63"
"127","1992-01","0.060342","14","16328165.63"
"33","1992-01","0.117241","8","8087065.86"
"20","1992-01","0.010911","6","8241099.77"
"10","1992-02","","2","524878.40"
"5","1992-02","0.057207","15","18223359.86"
"15","1992-02","0.057207","17","18748238.26"
"21","1992-02","0.057207","15","18223359.86"
"31","1992-02","0.057207","17","18748238.26"
"63","1992-02","0.057207","17","18748238.26"
"37","1992-02","0.057207","15","18223359.86"
"47","1992-02","0.057207","17","18748238.26"
"53","1992-02","0.057207","15","18223359.86"
"69","1992-02","0.057207","15","18223359.86"
"79","1992-02","0.057207","17","18748238.26"
"85","1992-02","0.057207","15","18223359.86"
"95","1992-02","0.057207","17","18748238.26"
"101","1992-02","0.057207","15","18223359.86"
"111","1992-02","0.057207","17","18748238.26"
"117","1992-02","0.057207","15","18223359.86"
"127","1992-02","0.057207","17","18748238.26"
"33","1992-02","0.127439","8","9117682.81"
"20","1992-02","-0.011711","7","9105677.05"
"10","1992-03","-0.034311","5","906972.47"
"5","1992-03","0.151516","18","27378718.93"
"15","1992-03","0.146313","23","28285691.40"
"21","1992-03","0.151516","18","27378718.93"
"31","1992-03","0.146313","23","28285691.40"
"63","1992-03","0.146313","23","28285691.40"
"37","1992-03","0.151516","18","27378718.93"
"47","1992-03","0.146313","23","28285691.40"
"53","1992-03","0.151516","18","27378718.93"
"69","1992-03","0.151516","18","27378718.93"
"79","1992-03","0.146313","23","28285691.40"
"85","1992-03","0.151516","18","27378718.93"
"95","1992-03","0.146313","23","28285691.40"
"101","1992-03","0.151516","18","27378718.93"
"111","1992-03","0.146313","23","28285691.40"
"117","1992-03","0.151516","18","27378718.93"
"127","1992-03","0.146313","23","28285691.40"
"33","1992-03","0.109534","8","10096188.08"
"20","1992-03","0.193552","10","17282530.85"
"10","1992-04","0.513960","6","1539855.38"
"5","1992-04","0.317404","26","45657336.54"
"15","1992-04","0.323706","32","47197191.92"
"21","1992-04","0.317404","26","45657336.54"
"31","1992-04","0.323706","32","47197191.92"
"63","1992-04","0.323706","32","47197191.92"
"37","1992-04","0.317404","26","45657336.54"
"47","1992-04","0.323706","32","47197191.92"
"53","1992-04","0.317404","26","45657336.54"
"69","1992-04","0.317404","26","45657336.54"
"79","1992-04","0.323706","32","47197191.92"
"85","1992-04","0.317404","26","45657336.54"
"95","1992-04","0.323706","32","47197191.92"
"101","1992-04","0.317404","26","45657336.54"
"111","1992-04","0.323706","32","47197191.92"
"117","1992-04","0.317404","26","45657336.54"
"127","1992-04","0.323706","32","47197191.92"
"33","1992-04","-0.006770","13","15634237.50"
"20","1992-04","0.506781","13","30023099.04"
"10","1992-05","0.483805","7","2545094.30"
"5","1992-05","0.955576","28","93045938.12"
"15","1992-05","0.940184","35","95591032.42"
"21","1992-05","0.955576","28","93045938.12"
"31","1992-05","0.940184","35","95591032.42"
"63","1992-05","0.940184","35","95591032.42"
"37","1992-05","0.955576","28","93045938.12"
"47","1992-05","0.940184","35","95591032.42"
"53","1992-05","0.955576","28","93045938.12"
"69","1992-05","0.955576","28","93045938.12"
"79","1992-05","0.940184","35","95591032.42"
"85","1992-05","0.955576","28","93045938.12"
"95","1992-05","0.940184","35","95591032.42"
"101","1992-05","0.955576","28","93045938.12"
"111","1992-05","0.940184","35","95591032.42"
"117","1992-05","0.955576","28","93045938.12"
"127","1992-05","0.940184","35","95591032.42"
"33","1992-05","2.027975","13","47340088.59"
"20","1992-05","0.397134","15","45705849.53"
"10","1992-06","-0.114747","9","2608918.46"
"5","1992-06","-0.139987","31","85127418.10"
"15","1992-06","-0.139315","40","87736336.56"
"21","1992-06","-0.139987","31","85127418.10"
"31","1992-06","-0.139315","40","87736336.56"
"63","1992-06","-0.139315","40","87736336.56"
"37","1992-06","-0.139987","31","85127418.10"
"47","1992-06","-0.139315","40","87736336.56"
"53","1992-06","-0.139987","31","85127418.10"
"69","1992-06","-0.139987","31","85127418.10"
"79","1992-06","-0.139315","40","87736336.56"
"85","1992-06","-0.139987","31","85127418.10"
"95","1992-06","-0.139315","40","87736336.56"
"101","1992-06","-0.139987","31","85127418.10"
"111","1992-06","-0.139315","40","87736336.56"
"117","1992-06","-0.139987","31","85127418.10"
"127","1992-06","-0.139315","40","87736336.56"
"33","1992-06","-0.215253","13","37851125.67"
"20","1992-06","-0.062029","18","47276292.43"
"10","1992-07","-0.048189","15","3483017.39"
"5","1992-07","0.000752","32","161719877.90"
"15","1992-07","-0.000702","47","165202895.29"
"21","1992-07","0.000752","32","161719877.90"
"31","1992-07","-0.000702","47","165202895.29"
"63","1992-07","-0.000702","47","165202895.29"
"37","1992-07","0.000752","32","161719877.90"
"47","1992-07","-0.000702","47","165202895.29"
"53","1992-07","0.000752","32","161719877.90"
"69","1992-07","0.000752","32","161719877.90"
"79","1992-07","-0.000702","47","165202895.29"
"85","1992-07","0.000752","32","161719877.90"
"95","1992-07","-0.000702","47","165202895.29"
"101","1992-07","0.000752","32","161719877.90"
"111","1992-07","-0.000702","47","165202895.29"
"117","1992-07","0.000752","32","161719877.90"
"127","1992-07","-0.000702","47","165202895.29"
"33","1992-07","-0.074841","14","111546690.97"
"20","1992-07","0.061275","18","50173186.93"
"5","1992-08","-0.153638","36","141814431.21"
"10","1992-08","-0.126851","17","4907630.98"
"15","1992-08","-0.153070","53","146722062.19"
"21","1992-08","-0.153638","36","141814431.21"
"31","1992-08","-0.153070","53","146722062.19"
"63","1992-08","-0.153070","53","146722062.19"
"37","1992-08","-0.153638","36","141814431.21"
"47","1992-08","-0.153070","53","146722062.19"
"53","1992-08","-0.153638","36","141814431.21"
"69","1992-08","-0.153638","36","141814431.21"
"79","1992-08","-0.153070","53","146722062.19"
"85","1992-08","-0.153638","36","141814431.21"
"95","1992-08","-0.153070","53","146722062.19"
"101","1992-08","-0.153638","36","141814431.21"
"111","1992-08","-0.153070","53","146722062.19"
"117","1992-08","-0.153638","36","141814431.21"
"127","1992-08","-0.153070","53","146722062.19"
"33","1992-08","-0.187555","19","96290012.85"
"20","1992-08","-0.076924","17","45524418.36"
"5","1992-09","-0.105012","39","130568936.93"
"10","1992-09","-0.171582","17","4154987.46"
"15","1992-09","-0.107239","56","134723924.39"
"21","1992-09","-0.105012","39","130568936.93"
"31","1992-09","-0.107239","56","134723924.39"
"63","1992-09","-0.107239","56","134723924.39"
"37","1992-09","-0.105012","39","130568936.93"
"47","1992-09","-0.107239","56","134723924.39"
"53","1992-09","-0.105012","39","130568936.93"
"69","1992-09","-0.105012","39","130568936.93"
"79","1992-09","-0.107239","56","134723924.39"
"85","1992-09","-0.105012","39","130568936.93"
"95","1992-09","-0.107239","56","134723924.39"
"101","1992-09","-0.105012","39","130568936.93"
"111","1992-09","-0.107239","56","134723924.39"
"117","1992-09","-0.105012","39","130568936.93"
"127","1992-09","-0.107239","56","134723924.39"
"33","1992-09","-0.148286","22","85658309.45"
"20","1992-09","-0.013482","17","44910627.48"
"5","1992-10","-0.210241","41","105502443.20"
"10","1992-10","-0.032786","18","4084225.31"
"15","1992-10","-0.204768","59","109586668.51"
"21","1992-10","-0.210241","41","105502443.20"
"31","1992-10","-0.204768","59","109586668.51"
"63","1992-10","-0.204768","59","109586668.51"
"37","1992-10","-0.210241","41","105502443.20"
"47","1992-10","-0.204768","59","109586668.51"
"53","1992-10","-0.210241","41","105502443.20"
"69","1992-10","-0.210241","41","105502443.20"
"79","1992-10","-0.204768","59","109586668.51"
"85","1992-10","-0.210241","41","105502443.20"
"95","1992-10","-0.204768","59","109586668.51"
"101","1992-10","-0.210241","41","105502443.20"
"111","1992-10","-0.204768","59","109586668.51"
"117","1992-10","-0.210241","41","105502443.20"
"127","1992-10","-0.204768","59","109586668.51"
"33","1992-10","-0.242838","23","65935838.48"
"20","1992-10","-0.148068","18","39566604.72"
"5","1992-11","0.211334","47","139716903.80"
"10","1992-11","-0.003375","18","4068596.53"
"15","1992-11","0.203332","65","143785500.33"
"21","1992-11","0.211334","47","139716903.80"
"31","1992-11","0.203332","65","143785500.33"
"63","1992-11","0.203332","65","143785500.33"
"37","1992-11","0.211334","47","139716903.80"
"47","1992-11","0.203332","65","143785500.33"
"53","1992-11","0.211334","47","139716903.80"
"69","1992-11","0.211334","47","139716903.80"
"79","1992-11","0.203332","65","143785500.33"
"85","1992-11","0.211334","47","139716903.80"
"95","1992-11","0.203332","65","143785500.33"
"101","1992-11","0.211334","47","139716903.80"
"111","1992-11","0.203332","65","143785500.33"
"117","1992-11","0.211334","47","139716903.80"
"127","1992-11","0.203332","65","143785500.33"
"33","1992-11","0.372036","26","98598255.48"
"20","1992-11","-0.056467","21","41118648.32"
"5","1992-12","0.180465","52","112653406.63"
"10","1992-12","-0.026400","18","4186321.94"
"15","1992-12","0.174612","70","116839728.57"
"21","1992-12","0.180465","52","112653406.63"
"31","1992-12","0.174612","70","116839728.57"
"63","1992-12","0.174612","70","116839728.57"
"37","1992-12","0.180465","52","112653406.63"
"47","1992-12","0.174612","70","116839728.57"
"53","1992-12","0.180465","52","112653406.63"
"69","1992-12","0.180465","52","112653406.63"
"79","1992-12","0.174612","70","116839728.57"
"85","1992-12","0.180465","52","112653406.63"
"95","1992-12","0.174612","70","116839728.57"
"101","1992-12","0.180465","52","112653406.63"
"111","1992-12","0.174612","70","116839728.57"
"117","1992-12","0.180465","52","112653406.63"
"127","1992-12","0.174612","70","116839728.57"
"33","1992-12","0.206037","29","63168492.45"
"20","1992-12","0.119146","23","49484914.18"
"5","1993-01","0.456366","57","171694186.15"
"10","1993-01","0.225069","19","6736433.29"
"15","1993-01","0.448079","76","178430619.44"
"21","1993-01","0.456366","57","171694186.15"
"31","1993-01","0.448079","76","178430619.44"
"63","1993-01","0.448079","76","178430619.44"
"37","1993-01","0.456366","57","171694186.15"
"47","1993-01","0.448079","76","178430619.44"
"53","1993-01","0.456366","57","171694186.15"
"69","1993-01","0.456366","57","171694186.15"
"79","1993-01","0.448079","76","178430619.44"
"85","1993-01","0.456366","57","171694186.15"
"95","1993-01","0.448079","76","178430619.44"
"101","1993-01","0.456366","57","171694186.15"
"111","1993-01","0.448079","76","178430619.44"
"117","1993-01","0.456366","57","171694186.15"
"127","1993-01","0.448079","76","178430619.44"
"33","1993-01","0.690656","34","114425734.39"
"20","1993-01","0.157290","23","57268451.76"
"5","1993-02","0.151968","61","213695506.97"
"10","1993-02","0.187774","19","8001364.24"
"15","1993-02","0.153320","80","221696871.21"
"21","1993-02","0.151968","61","213695506.97"
"31","1993-02","0.153320","80","221696871.21"
"63","1993-02","0.153320","80","221696871.21"
"37","1993-02","0.151968","61","213695506.97"
"47","1993-02","0.153320","80","221696871.21"
"53","1993-02","0.151968","61","213695506.97"
"69","1993-02","0.151968","61","213695506.97"
"79","1993-02","0.153320","80","221696871.21"
"85","1993-02","0.151968","61","213695506.97"
"95","1993-02","0.153320","80","221696871.21"
"101","1993-02","0.151968","61","213695506.97"
"111","1993-02","0.153320","80","221696871.21"
"117","1993-02","0.151968","61","213695506.97"
"127","1993-02","0.153320","80","221696871.21"
"33","1993-02","0.115085","38","143503736.58"
"20","1993-02","0.225662","23","70191770.39"
"5","1993-03","-0.259728","70","176181930.61"
"10","1993-03","-0.155817","19","6595795.99"
"15","1993-03","-0.255978","89","182777726.60"
"21","1993-03","-0.259728","70","176181930.61"
"31","1993-03","-0.255978","89","182777726.60"
"63","1993-03","-0.255978","89","182777726.60"
"37","1993-03","-0.259728","70","176181930.61"
"47","1993-03","-0.255978","89","182777726.60"
"53","1993-03","-0.259728","70","176181930.61"
"69","1993-03","-0.259728","70","176181930.61"
"79","1993-03","-0.255978","89","182777726.60"
"85","1993-03","-0.259728","70","176181930.61"
"95","1993-03","-0.255978","89","182777726.60"
"101","1993-03","-0.259728","70","176181930.61"
"111","1993-03","-0.255978","89","182777726.60"
"117","1993-03","-0.259728","70","176181930.61"
"127","1993-03","-0.255978","89","182777726.60"
"33","1993-03","-0.335466","45","107837615.02"
"20","1993-03","-0.104886","25","68344315.59"
"5","1993-04","0.172072","77","283685486.16"
"10","1993-04","-0.307253","19","4569217.72"
"15","1993-04","0.154775","96","288254703.88"
"21","1993-04","0.172072","77","283685486.16"
"31","1993-04","0.154775","96","288254703.88"
"63","1993-04","0.154775","96","288254703.88"
"37","1993-04","0.172072","77","283685486.16"
"47","1993-04","0.154775","96","288254703.88"
"53","1993-04","0.172072","77","283685486.16"
"69","1993-04","0.172072","77","283685486.16"
"79","1993-04","0.154775","96","288254703.88"
"85","1993-04","0.172072","77","283685486.16"
"95","1993-04","0.154775","96","288254703.88"
"101","1993-04","0.172072","77","283685486.16"
"111","1993-04","0.154775","96","288254703.88"
"117","1993-04","0.172072","77","283685486.16"
"127","1993-04","0.154775","96","288254703.88"
"33","1993-04","0.259627","50","207591984.37"
"20","1993-04","0.033923","27","76093501.79"
"5","1993-05","-0.271273","89","233507699.56"
"10","1993-05","-0.145527","22","4663101.00"
"15","1993-05","-0.269280","111","238170800.56"
"21","1993-05","-0.271273","89","233507699.56"
"31","1993-05","-0.269280","111","238170800.56"
"63","1993-05","-0.269280","111","238170800.56"
"37","1993-05","-0.271273","89","233507699.56"
"47","1993-05","-0.269280","111","238170800.56"
"53","1993-05","-0.271273","89","233507699.56"
"69","1993-05","-0.271273","89","233507699.56"
"79","1993-05","-0.269280","111","238170800.56"
"85","1993-05","-0.271273","89","233507699.56"
"95","1993-05","-0.269280","111","238170800.56"
"101","1993-05","-0.271273","89","233507699.56"
"111","1993-05","-0.269280","111","238170800.56"
"117","1993-05","-0.271273","89","233507699.56"
"127","1993-05","-0.269280","111","238170800.56"
"33","1993-05","-0.312005","58","161752874.52"
"20","1993-05","-0.160150","31","71754825.04"
"5","1993-06","0.040164","98","274959398.84"
"10","1993-06","-0.150479","26","4686286.89"
"15","1993-06","0.036431","124","279645685.73"
"21","1993-06","0.040164","98","274959398.84"
"31","1993-06","0.036431","124","279645685.73"
"63","1993-06","0.036431","124","279645685.73"
"37","1993-06","0.040164","98","274959398.84"
"47","1993-06","0.036431","124","279645685.73"
"53","1993-06","0.040164","98","274959398.84"
"69","1993-06","0.040164","98","274959398.84"
"79","1993-06","0.036431","124","279645685.73"
"85","1993-06","0.040164","98","274959398.84"
"95","1993-06","0.036431","124","279645685.73"
"101","1993-06","0.040164","98","274959398.84"
"111","1993-06","0.036431","124","279645685.73"
"117","1993-06","0.040164","98","274959398.84"
"127","1993-06","0.036431","124","279645685.73"
"33","1993-06","0.088080","64","202297324.73"
"20","1993-06","-0.067851","34","72662074.11"
"5","1993-07","-0.163695","104","237763097.67"
"10","1993-07","-0.132956","28","4456247.42"
"15","1993-07","-0.163186","132","242219345.09"
"21","1993-07","-0.163695","104","237763097.67"
"31","1993-07","-0.163186","132","242219345.09"
"63","1993-07","-0.163186","132","242219345.09"
"37","1993-07","-0.163695","104","237763097.67"
"47","1993-07","-0.163186","132","242219345.09"
"53","1993-07","-0.163695","104","237763097.67"
"69","1993-07","-0.163695","104","237763097.67"
"79","1993-07","-0.163186","132","242219345.09"
"85","1993-07","-0.163695","104","237763097.67"
"95","1993-07","-0.163186","132","242219345.09"
"101","1993-07","-0.163695","104","237763097.67"
"111","1993-07","-0.163186","132","242219345.09"
"117","1993-07","-0.163695","104","237763097.67"
"127","1993-07","-0.163186","132","242219345.09"
"33","1993-07","-0.194005","68","168871534.48"
"20","1993-07","-0.079309","36","68891563.19"
"5","1993-08","0.047176","111","258989401.24"
"10","1993-08","0.283716","30","5964752.43"
"15","1993-08","0.051583","141","264954153.67"
"21","1993-08","0.047176","111","258989401.24"
"31","1993-08","0.051583","141","264954153.67"
"63","1993-08","0.051583","141","264954153.67"
"37","1993-08","0.047176","111","258989401.24"
"47","1993-08","0.051583","141","264954153.67"
"53","1993-08","0.047176","111","258989401.24"
"69","1993-08","0.047176","111","258989401.24"
"79","1993-08","0.051583","141","264954153.67"
"85","1993-08","0.047176","111","258989401.24"
"95","1993-08","0.051583","141","264954153.67"
"101","1993-08","0.047176","111","258989401.24"
"111","1993-08","0.051583","141","264954153.67"
"117","1993-08","0.047176","111","258989401.24"
"127","1993-08","0.051583","141","264954153.67"
"33","1993-08","0.019601","72","178216677.89"
"20","1993-08","0.114771","39","80772723.35"
"5","1993-09","-0.026604","121","271808115.92"
"10","1993-09","0.067551","32","6843584.39"
"15","1993-09","-0.024484","153","278651700.31"
"21","1993-09","-0.026604","121","271808115.92"
"31","1993-09","-0.024484","153","278651700.31"
"63","1993-09","-0.024484","153","278651700.31"
"37","1993-09","-0.026604","121","271808115.92"
"47","1993-09","-0.024484","153","278651700.31"
"53","1993-09","-0.026604","121","271808115.92"
"69","1993-09","-0.026604","121","271808115.92"
"79","1993-09","-0.024484","153","278651700.31"
"85","1993-09","-0.026604","121","271808115.92"
"95","1993-09","-0.024484","153","278651700.31"
"101","1993-09","-0.026604","121","271808115.92"
