portfolio,size_quintile,bm_quintile,alpha_pct,beta_mkt,beta_smb,beta_hml,nw12_t_alpha,nw12_t_mkt,nw12_t_smb,nw12_t_hml,r2,n_months
S1B1,1,1,0.2508881372378473,1.0774099557092427,1.1223537379669515,-0.3422379205750742,1.3673920188643918,18.2965622435762,13.02771627125746,-3.406912139232138,0.9469437218199211,378
S1B2,1,2,0.4620131982218466,0.9249813379981224,1.012762831654851,-0.3319455077305766,2.8489580897318842,24.939972990469062,9.296506062156476,-3.8164408240309875,0.9278051235709671,390
S1B3,1,3,0.4307615584120822,0.8551283825679517,1.1232965749170516,0.08855117226163267,2.3481439275826723,15.56494965376338,20.524882653861138,0.9928732327836468,0.9197307904620111,402
S1B4,1,4,0.9199438363510105,0.8937056757384576,1.1323976146696328,0.2259732278997469,3.1258573001738372,15.86190229862257,18.39057007250992,2.219151636225445,0.8810578584228109,402
S1B5,1,5,0.4660636986423966,0.9145744331235925,1.1123714623160394,0.4416709459642575,2.0007223989290766,23.77633749750983,29.033021826620523,9.563525297666317,0.915976509432666,402
S2B1,2,1,-0.1906033894749329,0.9402618314222511,0.8359399232190596,-0.47172708210872705,-1.5646756834997517,35.94935205248515,9.012478710599936,-4.624876717618739,0.9367257957904875,390
S2B2,2,2,0.415994759603403,0.9281751882077873,0.777071303819703,-0.2803480200084859,1.9285327587005494,26.74674934983427,7.32643482377871,-2.33468057276476,0.9049747552515928,402
S2B3,2,3,0.02767695085283111,0.8328545725995666,0.8726355244667708,-0.011245807632957572,0.15693171394608074,11.586311490831633,11.089698375388089,-0.11022539416549722,0.922455191699169,390
S2B4,2,4,0.019234918547861475,0.9868358020201554,0.9737464641441155,0.16063609090645692,0.15229530742582367,34.74954946602596,15.964942295393648,1.5681762647545636,0.9514816478331701,390
S2B5,2,5,0.14540645909247601,0.9878949025744503,0.6883478172046068,0.5564832939971486,0.8423018456083355,12.31244293937882,3.909059450774152,3.4626796696841344,0.8676938693987688,402
S3B1,3,1,-0.21285632844503607,0.9557547183809911,0.7045121838904589,-0.5519157358914026,-1.5386234611681007,22.676858581502188,6.882281032128556,-6.502298684378823,0.9374805981767723,402
S3B2,3,2,-0.17930885592162663,0.9290745352153901,0.6787777449978999,-0.36494897345895216,-1.1017065463170554,29.055502553985555,9.416127439224573,-4.842640266878833,0.939808999737391,390
S3B3,3,3,0.037465738466083275,0.9778134849391675,0.6444999159663893,-0.16959266497710834,0.21021370630704567,21.13203032449988,6.052546743925033,-1.648847053865577,0.9136626406350299,390
S3B4,3,4,0.03094856987759145,0.8923380675389985,0.5034936570418337,0.32921396750844356,0.161475965470737,18.84128743938498,2.844611567703989,2.2304482534377557,0.8351902424277566,402
S3B5,3,5,-0.16856307014157434,1.0441549700026118,0.7071036737870318,0.4850068821143863,-1.3434706507779823,65.30713182479604,9.047114718706926,5.590987369551549,0.938022191540155,390
S4B1,4,1,0.01635494999301197,0.9827279664146054,0.19550748330997822,-0.3706233629980884,0.08428289267771677,8.438684994558603,0.83367188302298,-1.7983092933418803,0.7952665458913475,402
S4B2,4,2,-0.09618011821949332,0.8266824613384559,0.4440888313077888,-0.2684871510650881,-0.5444982341280369,9.310735082885317,5.089478461807464,-2.586866557649266,0.8615707216325512,390
S4B3,4,3,0.010384123080437162,0.895151000515063,0.6036064352167448,-0.44253617077380836,0.04202483772513424,8.347155315818956,3.835693197528628,-1.7662057612193303,0.7971305297603078,402
S4B4,4,4,-0.17618820158549814,0.8984825933278369,0.48946079430710815,0.18876938508056818,-1.0773000424280796,11.335753811148363,5.6535909143422325,1.6630188657168892,0.8887620438911541,378
S4B5,4,5,-0.1614236108533352,0.9486249705310588,0.41419703896044524,0.41427332827767505,-1.154742017779948,16.876273560965288,4.660970425627153,7.433929598228389,0.8958156123066129,390
S5B1,5,1,0.17364213132124423,1.0820665415255526,-0.10975842726164733,-0.7745707563987101,1.0112049094306355,22.337603179103194,-1.7141895520637878,-7.786251348217113,0.9416204316972872,390
S5B2,5,2,0.24711200328463978,0.8806861211048348,-0.3652134353297821,-0.0761779681550207,1.345607326896397,14.984304835285682,-3.5426453964371096,-0.7491469487579441,0.8476508682380148,390
S5B3,5,3,0.20865392711545924,0.9531267149510045,-0.34116848611253237,0.03223604841299538,0.9325940377548443,23.298905648478414,-3.2141717248523487,0.3440194823445538,0.8520071645456027,402
S5B4,5,4,0.1859382495621101,1.0049872396084119,-0.20742478901388506,0.11003941077057891,0.824147655135067,45.90638947809126,-2.4629454114005296,1.0303307040422567,0.8893046874999933,390
S5B5,5,5,0.053693928961181886,0.9885114063348183,-0.21829912794445924,0.6410052594794635,0.3966222545058289,28.99875506562858,-3.1463523725071547,8.631538596458137,0.9255342110221313,390
