factor,mean_monthly_pct,std_monthly_pct,nw12_tstat_mean,annualized_mean_pct,annualized_vol_pct,n_months
MKT_RF,0.9655967136150239,13.478370009453467,1.1091208020479413,11.587160563380285,46.69044331917202,213
SMB,1.0992360495825282,6.248476967307227,2.7053275417902642,13.190832594990336,21.645359154600026,213
HML,0.649194379365233,5.84682883488663,1.5796328547044265,7.790332552382797,20.25400921036477,213
